,zip,AQI,Category Number,Category Name,Pollutant
56,12964,90,2,Moderate,OZONE
57,12965,90,2,Moderate,OZONE
58,12966,90,2,Moderate,OZONE
59,12967,90,2,Moderate,OZONE
60,12969,90,2,Moderate,OZONE
61,12970,90,2,Moderate,OZONE
62,12972,90,2,Moderate,OZONE
63,12973,90,2,Moderate,OZONE
64,12974,90,2,Moderate,OZONE
65,12978,90,2,Moderate,OZONE
66,12979,90,2,Moderate,OZONE
67,12980,90,2,Moderate,OZONE
68,12981,90,2,Moderate,OZONE
69,12983,90,2,Moderate,OZONE
70,12985,90,2,Moderate,OZONE
71,12986,90,2,Moderate,OZONE
72,12987,90,2,Moderate,OZONE
73,12989,90,2,Moderate,OZONE
74,12992,90,2,Moderate,OZONE
75,12993,90,2,Moderate,OZONE
76,12996,90,2,Moderate,OZONE
77,12997,90,2,Moderate,OZONE
78,12804,90,2,Moderate,OZONE
79,12808,90,2,Moderate,OZONE
80,12842,90,2,Moderate,OZONE
81,12843,90,2,Moderate,OZONE
82,12845,90,2,Moderate,OZONE
83,12846,90,2,Moderate,OZONE
84,12847,90,2,Moderate,OZONE
85,12851,90,2,Moderate,OZONE
86,12852,90,2,Moderate,OZONE
87,12853,90,2,Moderate,OZONE
88,12855,90,2,Moderate,OZONE
89,12857,90,2,Moderate,OZONE
90,12858,90,2,Moderate,OZONE
91,12860,90,2,Moderate,OZONE
92,12870,90,2,Moderate,OZONE
93,12872,90,2,Moderate,OZONE
94,12874,90,2,Moderate,OZONE
95,12878,90,2,Moderate,OZONE
96,12883,90,2,Moderate,OZONE
97,12885,90,2,Moderate,OZONE
98,12886,90,2,Moderate,OZONE
99,13331,90,2,Moderate,OZONE
100,13324,90,2,Moderate,OZONE
101,13360,90,2,Moderate,OZONE
102,13353,90,2,Moderate,OZONE
103,13420,90,2,Moderate,OZONE
104,13436,90,2,Moderate,OZONE
105,13613,90,2,Moderate,OZONE
106,13614,90,2,Moderate,OZONE
107,13617,90,2,Moderate,OZONE
108,13621,90,2,Moderate,OZONE
109,13625,90,2,Moderate,OZONE
110,13630,90,2,Moderate,OZONE
111,13633,90,2,Moderate,OZONE
112,13694,90,2,Moderate,OZONE
113,13695,90,2,Moderate,OZONE
114,13696,90,2,Moderate,OZONE
115,13697,90,2,Moderate,OZONE
116,13635,90,2,Moderate,OZONE
117,13642,90,2,Moderate,OZONE
118,13646,90,2,Moderate,OZONE
119,13648,90,2,Moderate,OZONE
120,13652,90,2,Moderate,OZONE
121,13654,90,2,Moderate,OZONE
122,13655,90,2,Moderate,OZONE
123,13639,90,2,Moderate,OZONE
124,13658,90,2,Moderate,OZONE
125,13666,90,2,Moderate,OZONE
126,13667,90,2,Moderate,OZONE
127,13668,90,2,Moderate,OZONE
128,13669,90,2,Moderate,OZONE
129,13670,90,2,Moderate,OZONE
130,13672,90,2,Moderate,OZONE
131,13660,90,2,Moderate,OZONE
132,13662,90,2,Moderate,OZONE
133,13676,90,2,Moderate,OZONE
134,13680,90,2,Moderate,OZONE
135,13681,90,2,Moderate,OZONE
136,13687,90,2,Moderate,OZONE
137,13690,90,2,Moderate,OZONE
138,13684,90,2,Moderate,OZONE
139,14414,80,2,Moderate,OZONE
140,14415,80,2,Moderate,OZONE
141,14423,80,2,Moderate,OZONE
142,14424,80,2,Moderate,OZONE
143,14425,80,2,Moderate,OZONE
144,14418,80,2,Moderate,OZONE
145,14435,80,2,Moderate,OZONE
146,14437,80,2,Moderate,OZONE
147,14441,80,2,Moderate,OZONE
148,14454,80,2,Moderate,OZONE
149,14456,80,2,Moderate,OZONE
150,14462,80,2,Moderate,OZONE
151,14432,80,2,Moderate,OZONE
152,14466,80,2,Moderate,OZONE
153,14469,80,2,Moderate,OZONE
154,14471,80,2,Moderate,OZONE
155,14475,80,2,Moderate,OZONE
156,14478,80,2,Moderate,OZONE
157,14480,80,2,Moderate,OZONE
158,14481,80,2,Moderate,OZONE
159,14485,80,2,Moderate,OZONE
160,14486,80,2,Moderate,OZONE
161,14487,80,2,Moderate,OZONE
162,14507,80,2,Moderate,OZONE
163,14510,80,2,Moderate,OZONE
164,14512,80,2,Moderate,OZONE
165,14504,80,2,Moderate,OZONE
166,14517,80,2,Moderate,OZONE
167,14521,80,2,Moderate,OZONE
168,14527,80,2,Moderate,OZONE
169,14532,80,2,Moderate,OZONE
170,14533,80,2,Moderate,OZONE
171,14541,80,2,Moderate,OZONE
172,14544,80,2,Moderate,OZONE
173,14545,80,2,Moderate,OZONE
174,14548,80,2,Moderate,OZONE
175,14823,80,2,Moderate,OZONE
176,14824,80,2,Moderate,OZONE
177,14825,80,2,Moderate,OZONE
178,14826,80,2,Moderate,OZONE
179,14830,80,2,Moderate,OZONE
180,14836,80,2,Moderate,OZONE
181,14837,80,2,Moderate,OZONE
182,14838,80,2,Moderate,OZONE
183,14839,80,2,Moderate,OZONE
184,14840,80,2,Moderate,OZONE
185,14841,80,2,Moderate,OZONE
186,14842,80,2,Moderate,OZONE
187,14843,80,2,Moderate,OZONE
188,14845,80,2,Moderate,OZONE
189,14846,80,2,Moderate,OZONE
190,14847,80,2,Moderate,OZONE
191,14850,80,2,Moderate,OZONE
192,14853,80,2,Moderate,OZONE
193,14855,80,2,Moderate,OZONE
194,14858,80,2,Moderate,OZONE
195,14859,80,2,Moderate,OZONE
196,14860,80,2,Moderate,OZONE
197,14861,80,2,Moderate,OZONE
198,14864,80,2,Moderate,OZONE
199,14865,80,2,Moderate,OZONE
200,14867,80,2,Moderate,OZONE
201,14869,80,2,Moderate,OZONE
202,14870,80,2,Moderate,OZONE
203,14871,80,2,Moderate,OZONE
204,14872,80,2,Moderate,OZONE
205,14873,80,2,Moderate,OZONE
206,14874,80,2,Moderate,OZONE
207,14877,80,2,Moderate,OZONE
208,14878,80,2,Moderate,OZONE
209,14879,80,2,Moderate,OZONE
210,14560,80,2,Moderate,OZONE
211,14561,80,2,Moderate,OZONE
212,14564,80,2,Moderate,OZONE
213,14572,80,2,Moderate,OZONE
214,14801,80,2,Moderate,OZONE
215,14806,80,2,Moderate,OZONE
216,14807,80,2,Moderate,OZONE
217,14808,80,2,Moderate,OZONE
218,14809,80,2,Moderate,OZONE
219,14810,80,2,Moderate,OZONE
220,14812,80,2,Moderate,OZONE
221,14814,80,2,Moderate,OZONE
222,14815,80,2,Moderate,OZONE
223,14816,80,2,Moderate,OZONE
224,14817,80,2,Moderate,OZONE
225,14818,80,2,Moderate,OZONE
226,14819,80,2,Moderate,OZONE
227,14820,80,2,Moderate,OZONE
228,14821,80,2,Moderate,OZONE
229,14885,80,2,Moderate,OZONE
230,14886,80,2,Moderate,OZONE
231,14889,80,2,Moderate,OZONE
232,14891,80,2,Moderate,OZONE
233,14892,80,2,Moderate,OZONE
234,14894,80,2,Moderate,OZONE
235,14898,80,2,Moderate,OZONE
236,14901,80,2,Moderate,OZONE
237,14903,80,2,Moderate,OZONE
238,14904,80,2,Moderate,OZONE
239,14905,80,2,Moderate,OZONE
240,14881,80,2,Moderate,OZONE
241,14882,80,2,Moderate,OZONE
242,14883,80,2,Moderate,OZONE
243,13730,80,2,Moderate,OZONE
244,13731,80,2,Moderate,OZONE
245,13732,80,2,Moderate,OZONE
246,13733,80,2,Moderate,OZONE
247,13734,80,2,Moderate,OZONE
248,13736,80,2,Moderate,OZONE
249,13739,80,2,Moderate,OZONE
250,13740,80,2,Moderate,OZONE
251,13743,80,2,Moderate,OZONE
252,13744,80,2,Moderate,OZONE
253,13746,80,2,Moderate,OZONE
254,13748,80,2,Moderate,OZONE
255,13750,80,2,Moderate,OZONE
256,13751,80,2,Moderate,OZONE
257,13752,80,2,Moderate,OZONE
258,13753,80,2,Moderate,OZONE
259,13754,80,2,Moderate,OZONE
260,13755,80,2,Moderate,OZONE
261,13756,80,2,Moderate,OZONE
262,13757,80,2,Moderate,OZONE
263,13760,80,2,Moderate,OZONE
264,13775,80,2,Moderate,OZONE
265,13776,80,2,Moderate,OZONE
266,13777,80,2,Moderate,OZONE
267,13778,80,2,Moderate,OZONE
268,13780,80,2,Moderate,OZONE
269,13782,80,2,Moderate,OZONE
270,13783,80,2,Moderate,OZONE
271,13786,80,2,Moderate,OZONE
272,13787,80,2,Moderate,OZONE
273,13788,80,2,Moderate,OZONE
274,13790,80,2,Moderate,OZONE
275,13795,80,2,Moderate,OZONE
276,13796,80,2,Moderate,OZONE
277,13797,80,2,Moderate,OZONE
278,13801,80,2,Moderate,OZONE
279,13802,80,2,Moderate,OZONE
280,13803,80,2,Moderate,OZONE
281,13804,80,2,Moderate,OZONE
282,13806,80,2,Moderate,OZONE
283,13807,80,2,Moderate,OZONE
284,13808,80,2,Moderate,OZONE
285,13809,80,2,Moderate,OZONE
286,13810,80,2,Moderate,OZONE
287,13811,80,2,Moderate,OZONE
288,13812,80,2,Moderate,OZONE
289,13813,80,2,Moderate,OZONE
290,13815,80,2,Moderate,OZONE
291,13820,80,2,Moderate,OZONE
292,13825,80,2,Moderate,OZONE
293,13826,80,2,Moderate,OZONE
294,13827,80,2,Moderate,OZONE
295,13830,80,2,Moderate,OZONE
296,13832,80,2,Moderate,OZONE
297,13833,80,2,Moderate,OZONE
298,13834,80,2,Moderate,OZONE
299,13835,80,2,Moderate,OZONE
300,13838,80,2,Moderate,OZONE
301,13839,80,2,Moderate,OZONE
302,13841,80,2,Moderate,OZONE
303,13842,80,2,Moderate,OZONE
304,13843,80,2,Moderate,OZONE
305,13844,80,2,Moderate,OZONE
306,13846,80,2,Moderate,OZONE
307,13849,80,2,Moderate,OZONE
308,13850,80,2,Moderate,OZONE
309,13856,80,2,Moderate,OZONE
310,13859,80,2,Moderate,OZONE
311,13861,80,2,Moderate,OZONE
312,13862,80,2,Moderate,OZONE
313,13863,80,2,Moderate,OZONE
314,13864,80,2,Moderate,OZONE
315,13865,80,2,Moderate,OZONE
316,13901,80,2,Moderate,OZONE
317,13903,80,2,Moderate,OZONE
318,13904,80,2,Moderate,OZONE
319,13905,80,2,Moderate,OZONE
320,13454,80,2,Moderate,OZONE
321,13456,80,2,Moderate,OZONE
322,13460,80,2,Moderate,OZONE
323,13461,80,2,Moderate,OZONE
324,13464,80,2,Moderate,OZONE
325,13468,80,2,Moderate,OZONE
326,13471,80,2,Moderate,OZONE
327,13476,80,2,Moderate,OZONE
328,13477,80,2,Moderate,OZONE
329,13478,80,2,Moderate,OZONE
330,13480,80,2,Moderate,OZONE
331,13482,80,2,Moderate,OZONE
332,13483,80,2,Moderate,OZONE
333,13485,80,2,Moderate,OZONE
334,13486,80,2,Moderate,OZONE
335,13488,80,2,Moderate,OZONE
336,13490,80,2,Moderate,OZONE
337,13491,80,2,Moderate,OZONE
338,13492,80,2,Moderate,OZONE
339,13494,80,2,Moderate,OZONE
340,13495,80,2,Moderate,OZONE
341,13501,80,2,Moderate,OZONE
342,13502,80,2,Moderate,OZONE
343,13431,80,2,Moderate,OZONE
344,13438,80,2,Moderate,OZONE
345,13439,80,2,Moderate,OZONE
346,13440,80,2,Moderate,OZONE
347,13450,80,2,Moderate,OZONE
348,13421,80,2,Moderate,OZONE
349,13424,80,2,Moderate,OZONE
350,13425,80,2,Moderate,OZONE
351,13354,80,2,Moderate,OZONE
352,13355,80,2,Moderate,OZONE
353,13357,80,2,Moderate,OZONE
354,13361,80,2,Moderate,OZONE
355,13363,80,2,Moderate,OZONE
356,13365,80,2,Moderate,OZONE
357,13401,80,2,Moderate,OZONE
358,13402,80,2,Moderate,OZONE
359,13403,80,2,Moderate,OZONE
360,13406,80,2,Moderate,OZONE
361,13407,80,2,Moderate,OZONE
362,13408,80,2,Moderate,OZONE
363,13409,80,2,Moderate,OZONE
364,13411,80,2,Moderate,OZONE
365,13413,80,2,Moderate,OZONE
366,13415,80,2,Moderate,OZONE
367,13416,80,2,Moderate,OZONE
368,13417,80,2,Moderate,OZONE
369,13418,80,2,Moderate,OZONE
370,13326,80,2,Moderate,OZONE
371,13328,80,2,Moderate,OZONE
372,13340,80,2,Moderate,OZONE
373,13342,80,2,Moderate,OZONE
374,13346,80,2,Moderate,OZONE
375,13348,80,2,Moderate,OZONE
376,13350,80,2,Moderate,OZONE
377,13332,80,2,Moderate,OZONE
378,13333,80,2,Moderate,OZONE
379,13334,80,2,Moderate,OZONE
380,13335,80,2,Moderate,OZONE
381,13337,80,2,Moderate,OZONE
382,13338,80,2,Moderate,OZONE
383,13303,80,2,Moderate,OZONE
384,13304,80,2,Moderate,OZONE
385,13308,80,2,Moderate,OZONE
386,13309,80,2,Moderate,OZONE
387,13310,80,2,Moderate,OZONE
388,13314,80,2,Moderate,OZONE
389,13315,80,2,Moderate,OZONE
390,13316,80,2,Moderate,OZONE
391,13158,80,2,Moderate,OZONE
392,13159,80,2,Moderate,OZONE
393,13160,80,2,Moderate,OZONE
394,13164,80,2,Moderate,OZONE
395,13165,80,2,Moderate,OZONE
396,13166,80,2,Moderate,OZONE
397,13318,80,2,Moderate,OZONE
398,13319,80,2,Moderate,OZONE
399,13320,80,2,Moderate,OZONE
400,13322,80,2,Moderate,OZONE
401,13323,80,2,Moderate,OZONE
402,13116,80,2,Moderate,OZONE
403,13118,80,2,Moderate,OZONE
404,13120,80,2,Moderate,OZONE
405,13122,80,2,Moderate,OZONE
406,13124,80,2,Moderate,OZONE
407,13136,80,2,Moderate,OZONE
408,13140,80,2,Moderate,OZONE
409,13148,80,2,Moderate,OZONE
410,13152,80,2,Moderate,OZONE
411,13155,80,2,Moderate,OZONE
412,13202,80,2,Moderate,OZONE
413,13203,80,2,Moderate,OZONE
414,13204,80,2,Moderate,OZONE
415,13205,80,2,Moderate,OZONE
416,13206,80,2,Moderate,OZONE
417,13207,80,2,Moderate,OZONE
418,13208,80,2,Moderate,OZONE
419,13209,80,2,Moderate,OZONE
420,13210,80,2,Moderate,OZONE
421,13211,80,2,Moderate,OZONE
422,13212,80,2,Moderate,OZONE
423,13214,80,2,Moderate,OZONE
424,13215,80,2,Moderate,OZONE
425,13219,80,2,Moderate,OZONE
426,13224,80,2,Moderate,OZONE
427,13301,80,2,Moderate,OZONE
428,13029,80,2,Moderate,OZONE
429,13030,80,2,Moderate,OZONE
430,13031,80,2,Moderate,OZONE
431,13032,80,2,Moderate,OZONE
432,13045,80,2,Moderate,OZONE
433,13052,80,2,Moderate,OZONE
434,13053,80,2,Moderate,OZONE
435,13054,80,2,Moderate,OZONE
436,13057,80,2,Moderate,OZONE
437,13060,80,2,Moderate,OZONE
438,13061,80,2,Moderate,OZONE
439,13063,80,2,Moderate,OZONE
440,13066,80,2,Moderate,OZONE
441,13068,80,2,Moderate,OZONE
442,13037,80,2,Moderate,OZONE
443,13039,80,2,Moderate,OZONE
444,13040,80,2,Moderate,OZONE
445,13041,80,2,Moderate,OZONE
446,13042,80,2,Moderate,OZONE
447,13071,80,2,Moderate,OZONE
448,13072,80,2,Moderate,OZONE
449,13073,80,2,Moderate,OZONE
450,13077,80,2,Moderate,OZONE
451,13078,80,2,Moderate,OZONE
452,13080,80,2,Moderate,OZONE
453,13081,80,2,Moderate,OZONE
454,13082,80,2,Moderate,OZONE
455,13084,80,2,Moderate,OZONE
456,13088,80,2,Moderate,OZONE
457,13090,80,2,Moderate,OZONE
458,13092,80,2,Moderate,OZONE
459,13101,80,2,Moderate,OZONE
460,13104,80,2,Moderate,OZONE
461,13108,80,2,Moderate,OZONE
462,13110,80,2,Moderate,OZONE
463,13034,80,2,Moderate,OZONE
464,13035,80,2,Moderate,OZONE
465,13112,80,2,Moderate,OZONE
466,13021,80,2,Moderate,OZONE
467,13026,80,2,Moderate,OZONE
468,13027,80,2,Moderate,OZONE
469,12776,80,2,Moderate,OZONE
470,12474,80,2,Moderate,OZONE
471,12155,80,2,Moderate,OZONE
472,12197,80,2,Moderate,OZONE
473,12421,80,2,Moderate,OZONE
474,12430,80,2,Moderate,OZONE
475,12434,80,2,Moderate,OZONE
476,12455,80,2,Moderate,OZONE
477,12167,80,2,Moderate,OZONE
478,12064,80,2,Moderate,OZONE
479,12116,80,2,Moderate,OZONE
480,14526,58,2,Moderate,OZONE
481,14805,58,2,Moderate,OZONE
482,13028,58,2,Moderate,OZONE
483,13114,58,2,Moderate,OZONE
484,13036,58,2,Moderate,OZONE
485,13111,58,2,Moderate,OZONE
486,13103,58,2,Moderate,OZONE
487,13083,58,2,Moderate,OZONE
488,13074,58,2,Moderate,OZONE
489,13076,58,2,Moderate,OZONE
490,13044,58,2,Moderate,OZONE
491,13069,58,2,Moderate,OZONE
492,13033,58,2,Moderate,OZONE
493,13302,58,2,Moderate,OZONE
494,13156,58,2,Moderate,OZONE
495,13142,58,2,Moderate,OZONE
496,13143,58,2,Moderate,OZONE
497,13144,58,2,Moderate,OZONE
498,13145,58,2,Moderate,OZONE
499,13146,58,2,Moderate,OZONE
500,13126,58,2,Moderate,OZONE
501,13131,58,2,Moderate,OZONE
502,13132,58,2,Moderate,OZONE
503,13135,58,2,Moderate,OZONE
504,13167,58,2,Moderate,OZONE
505,13437,58,2,Moderate,OZONE
506,13601,58,2,Moderate,OZONE
507,13602,58,2,Moderate,OZONE
508,13603,58,2,Moderate,OZONE
509,13605,58,2,Moderate,OZONE
510,13606,58,2,Moderate,OZONE
511,13607,58,2,Moderate,OZONE
512,13608,58,2,Moderate,OZONE
513,13611,58,2,Moderate,OZONE
514,13612,58,2,Moderate,OZONE
515,13493,58,2,Moderate,OZONE
516,13616,58,2,Moderate,OZONE
517,13634,58,2,Moderate,OZONE
518,13626,58,2,Moderate,OZONE
519,13622,58,2,Moderate,OZONE
520,13624,58,2,Moderate,OZONE
521,13618,58,2,Moderate,OZONE
522,13619,58,2,Moderate,OZONE
523,14580,58,2,Moderate,OZONE
524,14586,58,2,Moderate,OZONE
525,14589,58,2,Moderate,OZONE
526,14590,58,2,Moderate,OZONE
527,14568,58,2,Moderate,OZONE
528,14555,58,2,Moderate,OZONE
529,14559,58,2,Moderate,OZONE
530,14546,58,2,Moderate,OZONE
531,14543,58,2,Moderate,OZONE
532,14534,58,2,Moderate,OZONE
533,14522,58,2,Moderate,OZONE
534,14519,58,2,Moderate,OZONE
535,14505,58,2,Moderate,OZONE
536,14506,58,2,Moderate,OZONE
537,14513,58,2,Moderate,OZONE
538,14514,58,2,Moderate,OZONE
539,14516,58,2,Moderate,OZONE
540,14489,58,2,Moderate,OZONE
541,14502,58,2,Moderate,OZONE
542,14472,58,2,Moderate,OZONE
543,14470,58,2,Moderate,OZONE
544,14467,58,2,Moderate,OZONE
545,14468,58,2,Moderate,OZONE
546,14433,58,2,Moderate,OZONE
547,14464,58,2,Moderate,OZONE
548,14445,58,2,Moderate,OZONE
549,14450,58,2,Moderate,OZONE
550,14420,58,2,Moderate,OZONE
551,14410,58,2,Moderate,OZONE
552,14428,58,2,Moderate,OZONE
553,13685,58,2,Moderate,OZONE
554,13691,58,2,Moderate,OZONE
555,13693,58,2,Moderate,OZONE
556,13682,58,2,Moderate,OZONE
557,13679,58,2,Moderate,OZONE
558,13665,58,2,Moderate,OZONE
559,13661,58,2,Moderate,OZONE
560,13673,58,2,Moderate,OZONE
561,13675,58,2,Moderate,OZONE
562,13659,58,2,Moderate,OZONE
563,13640,58,2,Moderate,OZONE
564,13656,58,2,Moderate,OZONE
565,13650,58,2,Moderate,OZONE
566,13636,58,2,Moderate,OZONE
567,13637,58,2,Moderate,OZONE
568,13638,58,2,Moderate,OZONE
569,14604,58,2,Moderate,OZONE
570,14605,58,2,Moderate,OZONE
571,14606,58,2,Moderate,OZONE
572,14607,58,2,Moderate,OZONE
573,14608,58,2,Moderate,OZONE
574,14609,58,2,Moderate,OZONE
575,14610,58,2,Moderate,OZONE
576,14611,58,2,Moderate,OZONE
577,14612,58,2,Moderate,OZONE
578,14613,58,2,Moderate,OZONE
579,14614,58,2,Moderate,OZONE
580,14615,58,2,Moderate,OZONE
581,14616,58,2,Moderate,OZONE
582,14617,58,2,Moderate,OZONE
583,14618,58,2,Moderate,OZONE
584,14619,58,2,Moderate,OZONE
585,14620,58,2,Moderate,OZONE
586,14621,58,2,Moderate,OZONE
587,14622,58,2,Moderate,OZONE
588,14623,58,2,Moderate,OZONE
589,14624,58,2,Moderate,OZONE
590,14625,58,2,Moderate,OZONE
591,14626,58,2,Moderate,OZONE
592,14627,58,2,Moderate,OZONE
593,14642,58,2,Moderate,OZONE
594,11701,58,2,Moderate,OZONE
595,11702,58,2,Moderate,OZONE
596,11703,58,2,Moderate,OZONE
597,11704,58,2,Moderate,OZONE
598,11705,58,2,Moderate,OZONE
599,11706,58,2,Moderate,OZONE
600,11709,58,2,Moderate,OZONE
601,11710,58,2,Moderate,OZONE
602,11713,58,2,Moderate,OZONE
603,11714,58,2,Moderate,OZONE
604,11715,58,2,Moderate,OZONE
605,11716,58,2,Moderate,OZONE
606,11717,58,2,Moderate,OZONE
607,11718,58,2,Moderate,OZONE
608,11719,58,2,Moderate,OZONE
609,11720,58,2,Moderate,OZONE
610,11721,58,2,Moderate,OZONE
611,11722,58,2,Moderate,OZONE
612,11724,58,2,Moderate,OZONE
613,11725,58,2,Moderate,OZONE
614,11726,58,2,Moderate,OZONE
615,11727,58,2,Moderate,OZONE
616,11729,58,2,Moderate,OZONE
617,11730,58,2,Moderate,OZONE
618,11731,58,2,Moderate,OZONE
619,11732,58,2,Moderate,OZONE
620,11733,58,2,Moderate,OZONE
621,11735,58,2,Moderate,OZONE
622,11738,58,2,Moderate,OZONE
623,11740,58,2,Moderate,OZONE
624,11741,58,2,Moderate,OZONE
625,11742,58,2,Moderate,OZONE
626,11743,58,2,Moderate,OZONE
627,11746,58,2,Moderate,OZONE
628,11747,58,2,Moderate,OZONE
629,11749,58,2,Moderate,OZONE
630,11751,58,2,Moderate,OZONE
631,11752,58,2,Moderate,OZONE
632,11753,58,2,Moderate,OZONE
633,11754,58,2,Moderate,OZONE
634,11755,58,2,Moderate,OZONE
635,11756,58,2,Moderate,OZONE
636,11757,58,2,Moderate,OZONE
637,11758,58,2,Moderate,OZONE
638,11762,58,2,Moderate,OZONE
639,11763,58,2,Moderate,OZONE
640,11764,58,2,Moderate,OZONE
641,11765,58,2,Moderate,OZONE
642,11766,58,2,Moderate,OZONE
643,11767,58,2,Moderate,OZONE
644,11768,58,2,Moderate,OZONE
645,11769,58,2,Moderate,OZONE
646,11770,58,2,Moderate,OZONE
647,11771,58,2,Moderate,OZONE
648,11772,58,2,Moderate,OZONE
649,11776,58,2,Moderate,OZONE
650,11777,58,2,Moderate,OZONE
651,11778,58,2,Moderate,OZONE
652,11779,58,2,Moderate,OZONE
653,11780,58,2,Moderate,OZONE
654,11782,58,2,Moderate,OZONE
655,11783,58,2,Moderate,OZONE
656,11784,58,2,Moderate,OZONE
657,11786,58,2,Moderate,OZONE
658,11787,58,2,Moderate,OZONE
659,11788,58,2,Moderate,OZONE
660,11789,58,2,Moderate,OZONE
661,11790,58,2,Moderate,OZONE
662,11791,58,2,Moderate,OZONE
663,11792,58,2,Moderate,OZONE
664,11793,58,2,Moderate,OZONE
665,11794,58,2,Moderate,OZONE
666,11795,58,2,Moderate,OZONE
667,11796,58,2,Moderate,OZONE
668,11797,58,2,Moderate,OZONE
669,11798,58,2,Moderate,OZONE
670,11801,58,2,Moderate,OZONE
671,11803,58,2,Moderate,OZONE
672,11804,58,2,Moderate,OZONE
673,11901,58,2,Moderate,OZONE
674,11933,58,2,Moderate,OZONE
675,11934,58,2,Moderate,OZONE
676,11935,58,2,Moderate,OZONE
677,11937,58,2,Moderate,OZONE
678,11939,58,2,Moderate,OZONE
679,11940,58,2,Moderate,OZONE
680,11941,58,2,Moderate,OZONE
681,11942,58,2,Moderate,OZONE
682,11944,58,2,Moderate,OZONE
683,11946,58,2,Moderate,OZONE
684,11948,58,2,Moderate,OZONE
685,11949,58,2,Moderate,OZONE
686,11950,58,2,Moderate,OZONE
687,11951,58,2,Moderate,OZONE
688,11952,58,2,Moderate,OZONE
689,11953,58,2,Moderate,OZONE
690,11954,58,2,Moderate,OZONE
691,11955,58,2,Moderate,OZONE
692,11957,58,2,Moderate,OZONE
693,11958,58,2,Moderate,OZONE
694,11961,58,2,Moderate,OZONE
695,11963,58,2,Moderate,OZONE
696,11964,58,2,Moderate,OZONE
697,11965,58,2,Moderate,OZONE
698,11967,58,2,Moderate,OZONE
699,11968,58,2,Moderate,OZONE
700,11971,58,2,Moderate,OZONE
701,11976,58,2,Moderate,OZONE
702,11977,58,2,Moderate,OZONE
703,11978,58,2,Moderate,OZONE
704,11980,58,2,Moderate,OZONE
705,11003,58,2,Moderate,OZONE
706,11010,58,2,Moderate,OZONE
707,11020,58,2,Moderate,OZONE
708,11021,58,2,Moderate,OZONE
709,11023,58,2,Moderate,OZONE
710,11024,58,2,Moderate,OZONE
711,11030,58,2,Moderate,OZONE
712,11040,58,2,Moderate,OZONE
713,11042,58,2,Moderate,OZONE
714,11050,58,2,Moderate,OZONE
715,11501,58,2,Moderate,OZONE
716,11507,58,2,Moderate,OZONE
717,11509,58,2,Moderate,OZONE
718,11510,58,2,Moderate,OZONE
719,11514,58,2,Moderate,OZONE
720,11516,58,2,Moderate,OZONE
721,11518,58,2,Moderate,OZONE
722,11520,58,2,Moderate,OZONE
723,11530,58,2,Moderate,OZONE
724,11542,58,2,Moderate,OZONE
725,11545,58,2,Moderate,OZONE
726,11548,58,2,Moderate,OZONE
727,11549,58,2,Moderate,OZONE
728,11550,58,2,Moderate,OZONE
729,11552,58,2,Moderate,OZONE
730,11553,58,2,Moderate,OZONE
731,11554,58,2,Moderate,OZONE
732,11557,58,2,Moderate,OZONE
733,11558,58,2,Moderate,OZONE
