,zip,AQI,Category Number,Category Name,Pollutant
734,11559,58,2,Moderate,OZONE
735,11560,58,2,Moderate,OZONE
736,11561,58,2,Moderate,OZONE
737,11563,58,2,Moderate,OZONE
738,11565,58,2,Moderate,OZONE
739,11566,58,2,Moderate,OZONE
740,11568,58,2,Moderate,OZONE
741,11570,58,2,Moderate,OZONE
742,11572,58,2,Moderate,OZONE
743,11575,58,2,Moderate,OZONE
744,11576,58,2,Moderate,OZONE
745,11577,58,2,Moderate,OZONE
746,11579,58,2,Moderate,OZONE
747,11580,58,2,Moderate,OZONE
748,11581,58,2,Moderate,OZONE
749,11590,58,2,Moderate,OZONE
750,11596,58,2,Moderate,OZONE
751,11598,58,2,Moderate,OZONE
752,10958,43,1,Good,OZONE
753,10969,43,1,Good,OZONE
754,10975,43,1,Good,OZONE
755,10973,43,1,Good,OZONE
756,10985,43,1,Good,OZONE
757,10990,43,1,Good,OZONE
758,10992,43,1,Good,OZONE
759,10987,43,1,Good,OZONE
760,10996,43,1,Good,OZONE
761,10998,43,1,Good,OZONE
762,12401,43,1,Good,OZONE
763,12404,43,1,Good,OZONE
764,12406,43,1,Good,OZONE
765,12456,43,1,Good,OZONE
766,12457,43,1,Good,OZONE
767,12458,43,1,Good,OZONE
768,12464,43,1,Good,OZONE
769,12465,43,1,Good,OZONE
770,12466,43,1,Good,OZONE
771,12440,43,1,Good,OZONE
772,12443,43,1,Good,OZONE
773,12446,43,1,Good,OZONE
774,12448,43,1,Good,OZONE
775,12449,43,1,Good,OZONE
776,12435,43,1,Good,OZONE
777,12416,43,1,Good,OZONE
778,12419,43,1,Good,OZONE
779,12428,43,1,Good,OZONE
780,12409,43,1,Good,OZONE
781,12410,43,1,Good,OZONE
782,12411,43,1,Good,OZONE
783,12412,43,1,Good,OZONE
784,12477,43,1,Good,OZONE
785,12480,43,1,Good,OZONE
786,12481,43,1,Good,OZONE
787,12461,43,1,Good,OZONE
788,12472,43,1,Good,OZONE
789,12484,43,1,Good,OZONE
790,12486,43,1,Good,OZONE
791,12487,43,1,Good,OZONE
792,12498,43,1,Good,OZONE
793,12501,43,1,Good,OZONE
794,12494,43,1,Good,OZONE
795,12495,43,1,Good,OZONE
796,12507,43,1,Good,OZONE
797,12508,43,1,Good,OZONE
798,12514,43,1,Good,OZONE
799,12515,43,1,Good,OZONE
800,12518,43,1,Good,OZONE
801,12520,43,1,Good,OZONE
802,12522,43,1,Good,OZONE
803,12524,43,1,Good,OZONE
804,12525,43,1,Good,OZONE
805,12528,43,1,Good,OZONE
806,12777,43,1,Good,OZONE
807,12779,43,1,Good,OZONE
808,12780,43,1,Good,OZONE
809,12783,43,1,Good,OZONE
810,12786,43,1,Good,OZONE
811,12787,43,1,Good,OZONE
812,12788,43,1,Good,OZONE
813,12789,43,1,Good,OZONE
814,12790,43,1,Good,OZONE
815,12791,43,1,Good,OZONE
816,12792,43,1,Good,OZONE
817,12531,43,1,Good,OZONE
818,12533,43,1,Good,OZONE
819,12538,43,1,Good,OZONE
820,12540,43,1,Good,OZONE
821,12542,43,1,Good,OZONE
822,12543,43,1,Good,OZONE
823,12545,43,1,Good,OZONE
824,12546,43,1,Good,OZONE
825,12547,43,1,Good,OZONE
826,12548,43,1,Good,OZONE
827,12549,43,1,Good,OZONE
828,12550,43,1,Good,OZONE
829,12553,43,1,Good,OZONE
830,12561,43,1,Good,OZONE
831,12563,43,1,Good,OZONE
832,12564,43,1,Good,OZONE
833,12566,43,1,Good,OZONE
834,12567,43,1,Good,OZONE
835,12569,43,1,Good,OZONE
836,12570,43,1,Good,OZONE
837,12571,43,1,Good,OZONE
838,12572,43,1,Good,OZONE
839,12575,43,1,Good,OZONE
840,12577,43,1,Good,OZONE
841,12578,43,1,Good,OZONE
842,12580,43,1,Good,OZONE
843,12581,43,1,Good,OZONE
844,12582,43,1,Good,OZONE
845,12583,43,1,Good,OZONE
846,12585,43,1,Good,OZONE
847,12586,43,1,Good,OZONE
848,12589,43,1,Good,OZONE
849,12590,43,1,Good,OZONE
850,12592,43,1,Good,OZONE
851,12594,43,1,Good,OZONE
852,12601,43,1,Good,OZONE
853,12603,43,1,Good,OZONE
854,12604,43,1,Good,OZONE
855,12701,43,1,Good,OZONE
856,12719,43,1,Good,OZONE
857,12720,43,1,Good,OZONE
858,12721,43,1,Good,OZONE
859,12723,43,1,Good,OZONE
860,12725,43,1,Good,OZONE
861,12726,43,1,Good,OZONE
862,12727,43,1,Good,OZONE
863,12729,43,1,Good,OZONE
864,12732,43,1,Good,OZONE
865,12733,43,1,Good,OZONE
866,12734,43,1,Good,OZONE
867,12736,43,1,Good,OZONE
868,12737,43,1,Good,OZONE
869,12738,43,1,Good,OZONE
870,12740,43,1,Good,OZONE
871,12741,43,1,Good,OZONE
872,12742,43,1,Good,OZONE
873,12743,43,1,Good,OZONE
874,12745,43,1,Good,OZONE
875,12746,43,1,Good,OZONE
876,12747,43,1,Good,OZONE
877,12748,43,1,Good,OZONE
878,12750,43,1,Good,OZONE
879,12751,43,1,Good,OZONE
880,12752,43,1,Good,OZONE
881,12754,43,1,Good,OZONE
882,12758,43,1,Good,OZONE
883,12759,43,1,Good,OZONE
884,12760,43,1,Good,OZONE
885,12762,43,1,Good,OZONE
886,12763,43,1,Good,OZONE
887,12764,43,1,Good,OZONE
888,12765,43,1,Good,OZONE
889,12766,43,1,Good,OZONE
890,12768,43,1,Good,OZONE
891,12770,43,1,Good,OZONE
892,12771,43,1,Good,OZONE
893,12775,43,1,Good,OZONE
894,12433,43,1,Good,OZONE
895,10509,43,1,Good,OZONE
896,10516,43,1,Good,OZONE
897,10541,43,1,Good,OZONE
898,10579,43,1,Good,OZONE
899,10524,43,1,Good,OZONE
900,10512,43,1,Good,OZONE
901,10537,43,1,Good,OZONE
902,10916,43,1,Good,OZONE
903,10917,43,1,Good,OZONE
904,10918,43,1,Good,OZONE
905,10919,43,1,Good,OZONE
906,10924,43,1,Good,OZONE
907,10925,43,1,Good,OZONE
908,10926,43,1,Good,OZONE
909,10921,43,1,Good,OZONE
910,10928,43,1,Good,OZONE
911,10930,43,1,Good,OZONE
912,10940,43,1,Good,OZONE
913,10941,43,1,Good,OZONE
914,10950,43,1,Good,OZONE
915,10963,43,1,Good,OZONE
916,10510,44,1,Good,OZONE
917,10511,44,1,Good,OZONE
918,10518,44,1,Good,OZONE
919,10520,44,1,Good,OZONE
920,10522,44,1,Good,OZONE
921,10523,44,1,Good,OZONE
922,10543,44,1,Good,OZONE
923,10546,44,1,Good,OZONE
924,10547,44,1,Good,OZONE
925,10548,44,1,Good,OZONE
926,10549,44,1,Good,OZONE
927,10550,44,1,Good,OZONE
928,10552,44,1,Good,OZONE
929,10553,44,1,Good,OZONE
930,10560,44,1,Good,OZONE
931,10562,44,1,Good,OZONE
932,10566,44,1,Good,OZONE
933,10567,44,1,Good,OZONE
934,10570,44,1,Good,OZONE
935,10573,44,1,Good,OZONE
936,10576,44,1,Good,OZONE
937,10577,44,1,Good,OZONE
938,10578,44,1,Good,OZONE
939,10964,44,1,Good,OZONE
940,10965,44,1,Good,OZONE
941,10968,44,1,Good,OZONE
942,10952,44,1,Good,OZONE
943,10954,44,1,Good,OZONE
944,10956,44,1,Good,OZONE
945,10931,44,1,Good,OZONE
946,10923,44,1,Good,OZONE
947,10927,44,1,Good,OZONE
948,10920,44,1,Good,OZONE
949,10538,44,1,Good,OZONE
950,10514,44,1,Good,OZONE
951,10526,44,1,Good,OZONE
952,10527,44,1,Good,OZONE
953,10528,44,1,Good,OZONE
954,10530,44,1,Good,OZONE
955,10532,44,1,Good,OZONE
956,10533,44,1,Good,OZONE
957,10535,44,1,Good,OZONE
958,10536,44,1,Good,OZONE
959,10580,44,1,Good,OZONE
960,10583,44,1,Good,OZONE
961,10588,44,1,Good,OZONE
962,10589,44,1,Good,OZONE
963,10590,44,1,Good,OZONE
964,10591,44,1,Good,OZONE
965,10594,44,1,Good,OZONE
966,10595,44,1,Good,OZONE
967,10597,44,1,Good,OZONE
968,10598,44,1,Good,OZONE
969,10601,44,1,Good,OZONE
970,10603,44,1,Good,OZONE
971,10604,44,1,Good,OZONE
972,10605,44,1,Good,OZONE
973,10606,44,1,Good,OZONE
974,10607,44,1,Good,OZONE
975,10701,44,1,Good,OZONE
976,10703,44,1,Good,OZONE
977,10704,44,1,Good,OZONE
978,10705,44,1,Good,OZONE
979,10706,44,1,Good,OZONE
980,10707,44,1,Good,OZONE
981,10708,44,1,Good,OZONE
982,10709,44,1,Good,OZONE
983,10710,44,1,Good,OZONE
984,10801,44,1,Good,OZONE
985,10803,44,1,Good,OZONE
986,10804,44,1,Good,OZONE
987,10805,44,1,Good,OZONE
988,10901,44,1,Good,OZONE
989,10911,44,1,Good,OZONE
990,10913,44,1,Good,OZONE
991,10001,44,1,Good,OZONE
992,10002,44,1,Good,OZONE
993,10003,44,1,Good,OZONE
994,10004,44,1,Good,OZONE
995,10005,44,1,Good,OZONE
996,10006,44,1,Good,OZONE
997,10007,44,1,Good,OZONE
998,10009,44,1,Good,OZONE
999,10010,44,1,Good,OZONE
1000,10011,44,1,Good,OZONE
1001,10012,44,1,Good,OZONE
1002,10013,44,1,Good,OZONE
1003,10014,44,1,Good,OZONE
1004,10016,44,1,Good,OZONE
1005,10017,44,1,Good,OZONE
1006,10018,44,1,Good,OZONE
1007,10019,44,1,Good,OZONE
1008,10020,44,1,Good,OZONE
1009,10021,44,1,Good,OZONE
1010,10022,44,1,Good,OZONE
1011,10023,44,1,Good,OZONE
1012,10024,44,1,Good,OZONE
1013,10025,44,1,Good,OZONE
1014,10026,44,1,Good,OZONE
1015,10027,44,1,Good,OZONE
1016,10028,44,1,Good,OZONE
1017,10029,44,1,Good,OZONE
1018,10030,44,1,Good,OZONE
1019,10031,44,1,Good,OZONE
1020,10032,44,1,Good,OZONE
1021,10033,44,1,Good,OZONE
1022,10034,44,1,Good,OZONE
1023,10035,44,1,Good,OZONE
1024,10036,44,1,Good,OZONE
1025,10037,44,1,Good,OZONE
1026,10038,44,1,Good,OZONE
1027,10039,44,1,Good,OZONE
1028,10040,44,1,Good,OZONE
1029,10044,44,1,Good,OZONE
1030,10128,44,1,Good,OZONE
1031,10280,44,1,Good,OZONE
1032,10301,44,1,Good,OZONE
1033,10302,44,1,Good,OZONE
1034,10303,44,1,Good,OZONE
1035,10304,44,1,Good,OZONE
1036,10305,44,1,Good,OZONE
1037,10306,44,1,Good,OZONE
1038,10307,44,1,Good,OZONE
1039,10308,44,1,Good,OZONE
1040,10309,44,1,Good,OZONE
1041,10310,44,1,Good,OZONE
1042,10312,44,1,Good,OZONE
1043,10314,44,1,Good,OZONE
1044,10451,44,1,Good,OZONE
1045,10452,44,1,Good,OZONE
1046,10453,44,1,Good,OZONE
1047,10454,44,1,Good,OZONE
1048,10455,44,1,Good,OZONE
1049,10456,44,1,Good,OZONE
1050,10457,44,1,Good,OZONE
1051,10458,44,1,Good,OZONE
1052,10459,44,1,Good,OZONE
1053,10460,44,1,Good,OZONE
1054,10461,44,1,Good,OZONE
1055,10462,44,1,Good,OZONE
1056,10463,44,1,Good,OZONE
1057,10464,44,1,Good,OZONE
1058,10465,44,1,Good,OZONE
1059,10466,44,1,Good,OZONE
1060,10467,44,1,Good,OZONE
1061,10468,44,1,Good,OZONE
1062,10469,44,1,Good,OZONE
1063,10470,44,1,Good,OZONE
1064,10471,44,1,Good,OZONE
1065,10472,44,1,Good,OZONE
1066,10473,44,1,Good,OZONE
1067,10474,44,1,Good,OZONE
1068,10475,44,1,Good,OZONE
1069,10501,44,1,Good,OZONE
1070,10502,44,1,Good,OZONE
1071,10504,44,1,Good,OZONE
1072,10505,44,1,Good,OZONE
1073,10506,44,1,Good,OZONE
1074,10507,44,1,Good,OZONE
1075,11001,44,1,Good,OZONE
1076,10989,44,1,Good,OZONE
1077,11004,44,1,Good,OZONE
1078,11005,44,1,Good,OZONE
1079,10993,44,1,Good,OZONE
1080,10994,44,1,Good,OZONE
1081,10986,44,1,Good,OZONE
1082,10974,44,1,Good,OZONE
1083,10976,44,1,Good,OZONE
1084,10977,44,1,Good,OZONE
1085,10980,44,1,Good,OZONE
1086,10983,44,1,Good,OZONE
1087,10984,44,1,Good,OZONE
1088,10970,44,1,Good,OZONE
1089,10960,44,1,Good,OZONE
1090,10962,44,1,Good,OZONE
1091,11691,44,1,Good,OZONE
1092,11692,44,1,Good,OZONE
1093,11693,44,1,Good,OZONE
1094,11694,44,1,Good,OZONE
1095,11697,44,1,Good,OZONE
1096,11101,44,1,Good,OZONE
1097,11102,44,1,Good,OZONE
1098,11103,44,1,Good,OZONE
1099,11104,44,1,Good,OZONE
1100,11105,44,1,Good,OZONE
1101,11106,44,1,Good,OZONE
1102,11201,44,1,Good,OZONE
1103,11203,44,1,Good,OZONE
1104,11204,44,1,Good,OZONE
1105,11205,44,1,Good,OZONE
1106,11206,44,1,Good,OZONE
1107,11207,44,1,Good,OZONE
1108,11208,44,1,Good,OZONE
1109,11209,44,1,Good,OZONE
1110,11210,44,1,Good,OZONE
1111,11211,44,1,Good,OZONE
1112,11212,44,1,Good,OZONE
1113,11213,44,1,Good,OZONE
1114,11214,44,1,Good,OZONE
1115,11215,44,1,Good,OZONE
1116,11216,44,1,Good,OZONE
1117,11217,44,1,Good,OZONE
1118,11218,44,1,Good,OZONE
1119,11219,44,1,Good,OZONE
1120,11220,44,1,Good,OZONE
1121,11221,44,1,Good,OZONE
1122,11222,44,1,Good,OZONE
1123,11223,44,1,Good,OZONE
1124,11224,44,1,Good,OZONE
1125,11225,44,1,Good,OZONE
1126,11226,44,1,Good,OZONE
1127,11228,44,1,Good,OZONE
1128,11229,44,1,Good,OZONE
1129,11230,44,1,Good,OZONE
1130,11231,44,1,Good,OZONE
1131,11232,44,1,Good,OZONE
1132,11233,44,1,Good,OZONE
1133,11234,44,1,Good,OZONE
1134,11235,44,1,Good,OZONE
1135,11236,44,1,Good,OZONE
1136,11237,44,1,Good,OZONE
1137,11238,44,1,Good,OZONE
1138,11239,44,1,Good,OZONE
1139,11251,44,1,Good,OZONE
1140,11354,44,1,Good,OZONE
1141,11355,44,1,Good,OZONE
1142,11356,44,1,Good,OZONE
1143,11357,44,1,Good,OZONE
1144,11358,44,1,Good,OZONE
1145,11359,44,1,Good,OZONE
1146,11360,44,1,Good,OZONE
1147,11361,44,1,Good,OZONE
1148,11362,44,1,Good,OZONE
1149,11363,44,1,Good,OZONE
1150,11364,44,1,Good,OZONE
1151,11365,44,1,Good,OZONE
1152,11366,44,1,Good,OZONE
1153,11367,44,1,Good,OZONE
1154,11368,44,1,Good,OZONE
1155,11369,44,1,Good,OZONE
1156,11370,44,1,Good,OZONE
1157,11371,44,1,Good,OZONE
1158,11372,44,1,Good,OZONE
1159,11373,44,1,Good,OZONE
1160,11374,44,1,Good,OZONE
1161,11375,44,1,Good,OZONE
1162,11377,44,1,Good,OZONE
1163,11378,44,1,Good,OZONE
1164,11379,44,1,Good,OZONE
1165,11385,44,1,Good,OZONE
1166,11411,44,1,Good,OZONE
1167,11412,44,1,Good,OZONE
1168,11413,44,1,Good,OZONE
1169,11414,44,1,Good,OZONE
1170,11415,44,1,Good,OZONE
1171,11416,44,1,Good,OZONE
1172,11417,44,1,Good,OZONE
1173,11418,44,1,Good,OZONE
1174,11419,44,1,Good,OZONE
1175,11420,44,1,Good,OZONE
1176,11421,44,1,Good,OZONE
1177,11422,44,1,Good,OZONE
1178,11423,44,1,Good,OZONE
1179,11426,44,1,Good,OZONE
1180,11427,44,1,Good,OZONE
1181,11428,44,1,Good,OZONE
1182,11429,44,1,Good,OZONE
1183,11430,44,1,Good,OZONE
1184,11432,44,1,Good,OZONE
1185,11433,44,1,Good,OZONE
1186,11434,44,1,Good,OZONE
1187,11435,44,1,Good,OZONE
1188,11436,44,1,Good,OZONE
1189,12007,74,2,Moderate,OZONE
1190,12008,74,2,Moderate,OZONE
1191,12009,74,2,Moderate,OZONE
1192,12010,74,2,Moderate,OZONE
1193,12015,74,2,Moderate,OZONE
1194,12017,74,2,Moderate,OZONE
1195,12018,74,2,Moderate,OZONE
1196,12019,74,2,Moderate,OZONE
1197,12020,74,2,Moderate,OZONE
1198,12022,74,2,Moderate,OZONE
1199,12023,74,2,Moderate,OZONE
1200,12024,74,2,Moderate,OZONE
1201,12025,74,2,Moderate,OZONE
1202,12027,74,2,Moderate,OZONE
1203,12028,74,2,Moderate,OZONE
1204,12029,74,2,Moderate,OZONE
1205,12031,74,2,Moderate,OZONE
1206,13452,74,2,Moderate,OZONE
1207,13428,74,2,Moderate,OZONE
1208,13459,74,2,Moderate,OZONE
1209,13470,74,2,Moderate,OZONE
1210,13317,74,2,Moderate,OZONE
1211,13339,74,2,Moderate,OZONE
1212,13329,74,2,Moderate,OZONE
1213,12165,74,2,Moderate,OZONE
1214,12166,74,2,Moderate,OZONE
1215,12156,74,2,Moderate,OZONE
1216,12157,74,2,Moderate,OZONE
1217,12158,74,2,Moderate,OZONE
1218,12159,74,2,Moderate,OZONE
1219,12160,74,2,Moderate,OZONE
1220,12407,74,2,Moderate,OZONE
1221,12405,74,2,Moderate,OZONE
1222,12192,74,2,Moderate,OZONE
1223,12193,74,2,Moderate,OZONE
1224,12194,74,2,Moderate,OZONE
1225,12196,74,2,Moderate,OZONE
1226,12198,74,2,Moderate,OZONE
1227,12202,74,2,Moderate,OZONE
1228,12203,74,2,Moderate,OZONE
1229,12204,74,2,Moderate,OZONE
1230,12205,74,2,Moderate,OZONE
1231,12206,74,2,Moderate,OZONE
1232,12207,74,2,Moderate,OZONE
1233,12208,74,2,Moderate,OZONE
1234,12209,74,2,Moderate,OZONE
1235,12210,74,2,Moderate,OZONE
1236,12211,74,2,Moderate,OZONE
1237,12233,74,2,Moderate,OZONE
1238,12302,74,2,Moderate,OZONE
1239,12303,74,2,Moderate,OZONE
1240,12304,74,2,Moderate,OZONE
1241,12305,74,2,Moderate,OZONE
1242,12306,74,2,Moderate,OZONE
1243,12307,74,2,Moderate,OZONE
1244,12308,74,2,Moderate,OZONE
1245,12309,74,2,Moderate,OZONE
1246,12413,74,2,Moderate,OZONE
1247,12414,74,2,Moderate,OZONE
1248,12422,74,2,Moderate,OZONE
1249,12423,74,2,Moderate,OZONE
1250,12424,74,2,Moderate,OZONE
1251,12427,74,2,Moderate,OZONE
1252,12418,74,2,Moderate,OZONE
1253,12439,74,2,Moderate,OZONE
1254,12431,74,2,Moderate,OZONE
1255,12450,74,2,Moderate,OZONE
1256,12451,74,2,Moderate,OZONE
1257,12454,74,2,Moderate,OZONE
1258,12444,74,2,Moderate,OZONE
1259,12442,74,2,Moderate,OZONE
1260,12468,74,2,Moderate,OZONE
1261,12469,74,2,Moderate,OZONE
1262,12470,74,2,Moderate,OZONE
1263,12460,74,2,Moderate,OZONE
1264,12090,74,2,Moderate,OZONE
1265,12092,74,2,Moderate,OZONE
1266,12093,74,2,Moderate,OZONE
1267,12094,74,2,Moderate,OZONE
1268,12095,74,2,Moderate,OZONE
1269,12106,74,2,Moderate,OZONE
1270,12083,74,2,Moderate,OZONE
1271,12084,74,2,Moderate,OZONE
1272,12086,74,2,Moderate,OZONE
1273,12087,74,2,Moderate,OZONE
1274,12117,74,2,Moderate,OZONE
1275,12118,74,2,Moderate,OZONE
1276,12120,74,2,Moderate,OZONE
1277,12121,74,2,Moderate,OZONE
1278,12122,74,2,Moderate,OZONE
1279,12123,74,2,Moderate,OZONE
1280,12125,74,2,Moderate,OZONE
1281,12130,74,2,Moderate,OZONE
1282,12131,74,2,Moderate,OZONE
1283,12033,74,2,Moderate,OZONE
1284,12035,74,2,Moderate,OZONE
1285,12036,74,2,Moderate,OZONE
1286,12037,74,2,Moderate,OZONE
1287,12065,74,2,Moderate,OZONE
1288,12066,74,2,Moderate,OZONE
1289,12067,74,2,Moderate,OZONE
1290,12068,74,2,Moderate,OZONE
1291,12070,74,2,Moderate,OZONE
1292,12071,74,2,Moderate,OZONE
1293,12072,74,2,Moderate,OZONE
1294,12074,74,2,Moderate,OZONE
1295,12075,74,2,Moderate,OZONE
1296,12076,74,2,Moderate,OZONE
1297,12077,74,2,Moderate,OZONE
1298,12078,74,2,Moderate,OZONE
1299,12110,74,2,Moderate,OZONE
1300,12136,74,2,Moderate,OZONE
1301,12137,74,2,Moderate,OZONE
1302,12138,74,2,Moderate,OZONE
1303,12140,74,2,Moderate,OZONE
1304,12143,74,2,Moderate,OZONE
1305,12144,74,2,Moderate,OZONE
1306,12147,74,2,Moderate,OZONE
1307,12148,74,2,Moderate,OZONE
1308,12149,74,2,Moderate,OZONE
1309,12150,74,2,Moderate,OZONE
1310,12151,74,2,Moderate,OZONE
1311,12153,74,2,Moderate,OZONE
1312,12154,74,2,Moderate,OZONE
1313,12168,74,2,Moderate,OZONE
1314,12169,74,2,Moderate,OZONE
1315,12170,74,2,Moderate,OZONE
1316,12173,74,2,Moderate,OZONE
1317,12175,74,2,Moderate,OZONE
1318,12176,74,2,Moderate,OZONE
1319,12180,74,2,Moderate,OZONE
1320,12182,74,2,Moderate,OZONE
1321,12183,74,2,Moderate,OZONE
1322,12184,74,2,Moderate,OZONE
1323,12185,74,2,Moderate,OZONE
1324,12186,74,2,Moderate,OZONE
1325,12187,74,2,Moderate,OZONE
1326,12188,74,2,Moderate,OZONE
1327,12189,74,2,Moderate,OZONE
1328,12041,74,2,Moderate,OZONE
1329,12042,74,2,Moderate,OZONE
1330,12043,74,2,Moderate,OZONE
1331,12046,74,2,Moderate,OZONE
1332,12047,74,2,Moderate,OZONE
1333,12051,74,2,Moderate,OZONE
1334,12052,74,2,Moderate,OZONE
1335,12053,74,2,Moderate,OZONE
1336,12054,74,2,Moderate,OZONE
1337,12055,74,2,Moderate,OZONE
1338,12056,74,2,Moderate,OZONE
1339,12057,74,2,Moderate,OZONE
1340,12058,74,2,Moderate,OZONE
1341,12059,74,2,Moderate,OZONE
1342,12060,74,2,Moderate,OZONE
1343,12061,74,2,Moderate,OZONE
1344,12062,74,2,Moderate,OZONE
1345,12534,74,2,Moderate,OZONE
1346,12803,74,2,Moderate,OZONE
1347,12816,74,2,Moderate,OZONE
1348,12837,74,2,Moderate,OZONE
1349,12838,74,2,Moderate,OZONE
1350,12839,74,2,Moderate,OZONE
1351,12821,74,2,Moderate,OZONE
1352,12822,74,2,Moderate,OZONE
1353,12823,74,2,Moderate,OZONE
1354,12827,74,2,Moderate,OZONE
1355,12828,74,2,Moderate,OZONE
1356,12831,74,2,Moderate,OZONE
1357,12832,74,2,Moderate,OZONE
1358,12833,74,2,Moderate,OZONE
1359,12834,74,2,Moderate,OZONE
1360,12835,74,2,Moderate,OZONE
1361,12529,74,2,Moderate,OZONE
1362,12526,74,2,Moderate,OZONE
1363,12523,74,2,Moderate,OZONE
1364,12521,74,2,Moderate,OZONE
1365,12516,74,2,Moderate,OZONE
1366,12517,74,2,Moderate,OZONE
1367,12513,74,2,Moderate,OZONE
1368,12496,74,2,Moderate,OZONE
1369,12502,74,2,Moderate,OZONE
1370,12503,74,2,Moderate,OZONE
1371,12492,74,2,Moderate,OZONE
1372,12485,74,2,Moderate,OZONE
1373,12473,74,2,Moderate,OZONE
1374,12463,74,2,Moderate,OZONE
1375,12482,74,2,Moderate,OZONE
1376,12887,74,2,Moderate,OZONE
1377,12873,74,2,Moderate,OZONE
1378,12871,74,2,Moderate,OZONE
1379,12861,74,2,Moderate,OZONE
1380,12863,74,2,Moderate,OZONE
1381,12865,74,2,Moderate,OZONE
1382,12866,74,2,Moderate,OZONE
1383,12859,74,2,Moderate,OZONE
1384,12854,74,2,Moderate,OZONE
1385,12849,74,2,Moderate,OZONE
1386,12850,74,2,Moderate,OZONE
1387,12844,74,2,Moderate,OZONE
1388,12809,74,2,Moderate,OZONE
1389,14001,93,2,Moderate,OZONE
1390,14004,93,2,Moderate,OZONE
1391,14005,93,2,Moderate,OZONE
1392,14006,93,2,Moderate,OZONE
1393,14009,93,2,Moderate,OZONE
1394,14011,93,2,Moderate,OZONE
1395,14013,93,2,Moderate,OZONE
1396,14020,93,2,Moderate,OZONE
1397,14024,93,2,Moderate,OZONE
1398,14025,93,2,Moderate,OZONE
1399,14026,93,2,Moderate,OZONE
1400,14030,93,2,Moderate,OZONE
1401,14031,93,2,Moderate,OZONE
1402,14032,93,2,Moderate,OZONE
1403,14033,93,2,Moderate,OZONE
1404,14034,93,2,Moderate,OZONE
1405,14036,93,2,Moderate,OZONE
1406,14037,93,2,Moderate,OZONE
1407,14039,93,2,Moderate,OZONE
1408,14040,93,2,Moderate,OZONE
1409,14041,93,2,Moderate,OZONE
1410,14042,93,2,Moderate,OZONE
1411,14043,93,2,Moderate,OZONE
1412,14047,93,2,Moderate,OZONE
1413,14048,93,2,Moderate,OZONE
1414,14051,93,2,Moderate,OZONE
1415,14052,93,2,Moderate,OZONE
1416,14054,93,2,Moderate,OZONE
1417,14055,93,2,Moderate,OZONE
1418,14057,93,2,Moderate,OZONE
1419,14058,93,2,Moderate,OZONE
1420,14059,93,2,Moderate,OZONE
1421,14060,93,2,Moderate,OZONE
1422,14062,93,2,Moderate,OZONE
1423,14063,93,2,Moderate,OZONE
1424,14065,93,2,Moderate,OZONE
1425,14066,93,2,Moderate,OZONE
1426,14068,93,2,Moderate,OZONE
1427,14069,93,2,Moderate,OZONE
1428,14070,93,2,Moderate,OZONE
1429,14072,93,2,Moderate,OZONE
1430,14075,93,2,Moderate,OZONE
1431,14080,93,2,Moderate,OZONE
1432,14081,93,2,Moderate,OZONE
1433,14082,93,2,Moderate,OZONE
1434,14083,93,2,Moderate,OZONE
1435,14085,93,2,Moderate,OZONE
1436,14086,93,2,Moderate,OZONE
1437,14091,93,2,Moderate,OZONE
1438,14092,93,2,Moderate,OZONE
1439,14101,93,2,Moderate,OZONE
1440,14102,93,2,Moderate,OZONE
1441,14109,93,2,Moderate,OZONE
1442,14111,93,2,Moderate,OZONE
1443,14113,93,2,Moderate,OZONE
1444,14120,93,2,Moderate,OZONE
1445,14125,93,2,Moderate,OZONE
1446,14127,93,2,Moderate,OZONE
1447,14129,93,2,Moderate,OZONE
1448,14131,93,2,Moderate,OZONE
1449,14132,93,2,Moderate,OZONE
1450,14134,93,2,Moderate,OZONE
1451,14136,93,2,Moderate,OZONE
1452,14138,93,2,Moderate,OZONE
1453,14139,93,2,Moderate,OZONE
1454,14141,93,2,Moderate,OZONE
1455,14143,93,2,Moderate,OZONE
1456,14145,93,2,Moderate,OZONE
1457,14150,93,2,Moderate,OZONE
1458,14167,93,2,Moderate,OZONE
1459,14170,93,2,Moderate,OZONE
1460,14171,93,2,Moderate,OZONE
1461,14174,93,2,Moderate,OZONE
1462,14201,93,2,Moderate,OZONE
1463,14202,93,2,Moderate,OZONE
1464,14203,93,2,Moderate,OZONE
1465,14204,93,2,Moderate,OZONE
1466,14206,93,2,Moderate,OZONE
1467,14207,93,2,Moderate,OZONE
1468,14208,93,2,Moderate,OZONE
1469,14209,93,2,Moderate,OZONE
1470,14210,93,2,Moderate,OZONE
1471,14211,93,2,Moderate,OZONE
1472,14212,93,2,Moderate,OZONE
1473,14213,93,2,Moderate,OZONE
1474,14214,93,2,Moderate,OZONE
1475,14215,93,2,Moderate,OZONE
1476,14216,93,2,Moderate,OZONE
1477,14217,93,2,Moderate,OZONE
1478,14218,93,2,Moderate,OZONE
1479,14219,93,2,Moderate,OZONE
1480,14220,93,2,Moderate,OZONE
1481,14221,93,2,Moderate,OZONE
1482,14222,93,2,Moderate,OZONE
1483,14223,93,2,Moderate,OZONE
1484,14224,93,2,Moderate,OZONE
1485,14225,93,2,Moderate,OZONE
1486,14226,93,2,Moderate,OZONE
1487,14227,93,2,Moderate,OZONE
1488,14228,93,2,Moderate,OZONE
