,zip,AQI,Category Number,Category Name,Pollutant
396,12930,42,1,Good,OZONE
397,12932,42,1,Good,OZONE
398,12934,42,1,Good,OZONE
399,12935,42,1,Good,OZONE
400,12936,42,1,Good,OZONE
401,12937,42,1,Good,OZONE
402,12941,42,1,Good,OZONE
403,12942,42,1,Good,OZONE
404,12943,42,1,Good,OZONE
405,12944,42,1,Good,OZONE
406,12945,42,1,Good,OZONE
407,12946,42,1,Good,OZONE
408,12949,42,1,Good,OZONE
409,12950,42,1,Good,OZONE
410,12952,42,1,Good,OZONE
411,12953,42,1,Good,OZONE
412,12955,42,1,Good,OZONE
413,12956,42,1,Good,OZONE
414,12957,42,1,Good,OZONE
415,12958,42,1,Good,OZONE
416,12959,42,1,Good,OZONE
417,12960,42,1,Good,OZONE
418,12961,42,1,Good,OZONE
419,12962,42,1,Good,OZONE
420,12964,42,1,Good,OZONE
421,12965,42,1,Good,OZONE
422,12966,42,1,Good,OZONE
423,12967,42,1,Good,OZONE
424,12969,42,1,Good,OZONE
425,12970,42,1,Good,OZONE
426,12972,42,1,Good,OZONE
427,12973,42,1,Good,OZONE
428,12974,42,1,Good,OZONE
429,12978,42,1,Good,OZONE
430,12979,42,1,Good,OZONE
431,12980,42,1,Good,OZONE
432,12981,42,1,Good,OZONE
433,12983,42,1,Good,OZONE
434,12985,42,1,Good,OZONE
435,12986,42,1,Good,OZONE
436,12987,42,1,Good,OZONE
437,12989,42,1,Good,OZONE
438,12992,42,1,Good,OZONE
439,12993,42,1,Good,OZONE
440,12996,42,1,Good,OZONE
441,12997,42,1,Good,OZONE
442,12804,42,1,Good,OZONE
443,12808,42,1,Good,OZONE
444,12842,42,1,Good,OZONE
445,12843,42,1,Good,OZONE
446,12845,42,1,Good,OZONE
447,12846,42,1,Good,OZONE
448,12847,42,1,Good,OZONE
449,12851,42,1,Good,OZONE
450,12852,42,1,Good,OZONE
451,12853,42,1,Good,OZONE
452,12855,42,1,Good,OZONE
453,12857,42,1,Good,OZONE
454,12858,42,1,Good,OZONE
455,12860,42,1,Good,OZONE
456,12870,42,1,Good,OZONE
457,12872,42,1,Good,OZONE
458,12874,42,1,Good,OZONE
459,12878,42,1,Good,OZONE
460,12883,42,1,Good,OZONE
461,12885,42,1,Good,OZONE
462,12886,42,1,Good,OZONE
463,13331,42,1,Good,OZONE
464,13324,42,1,Good,OZONE
465,13360,42,1,Good,OZONE
466,13353,42,1,Good,OZONE
467,13420,42,1,Good,OZONE
468,13436,42,1,Good,OZONE
469,13613,42,1,Good,OZONE
470,13614,42,1,Good,OZONE
471,13617,42,1,Good,OZONE
472,13621,42,1,Good,OZONE
473,13625,42,1,Good,OZONE
474,13630,42,1,Good,OZONE
475,13633,42,1,Good,OZONE
476,13694,42,1,Good,OZONE
477,13695,42,1,Good,OZONE
478,13696,42,1,Good,OZONE
479,13697,42,1,Good,OZONE
480,13635,42,1,Good,OZONE
481,13642,42,1,Good,OZONE
482,13646,42,1,Good,OZONE
483,13648,42,1,Good,OZONE
484,13652,42,1,Good,OZONE
485,13654,42,1,Good,OZONE
486,13655,42,1,Good,OZONE
487,13639,42,1,Good,OZONE
488,13658,42,1,Good,OZONE
489,13666,42,1,Good,OZONE
490,13667,42,1,Good,OZONE
491,13668,42,1,Good,OZONE
492,13669,42,1,Good,OZONE
493,13670,42,1,Good,OZONE
494,13672,42,1,Good,OZONE
495,13660,42,1,Good,OZONE
496,13662,42,1,Good,OZONE
497,13676,42,1,Good,OZONE
498,13680,42,1,Good,OZONE
499,13681,42,1,Good,OZONE
500,13687,42,1,Good,OZONE
501,13690,42,1,Good,OZONE
502,13684,42,1,Good,OZONE
503,14414,45,1,Good,OZONE
504,14415,45,1,Good,OZONE
505,14423,45,1,Good,OZONE
506,14424,45,1,Good,OZONE
507,14425,45,1,Good,OZONE
508,14418,45,1,Good,OZONE
509,14435,45,1,Good,OZONE
510,14437,45,1,Good,OZONE
511,14441,45,1,Good,OZONE
512,14454,45,1,Good,OZONE
513,14456,45,1,Good,OZONE
514,14462,45,1,Good,OZONE
515,14432,45,1,Good,OZONE
516,14466,45,1,Good,OZONE
517,14469,45,1,Good,OZONE
518,14471,45,1,Good,OZONE
519,14475,45,1,Good,OZONE
520,14478,45,1,Good,OZONE
521,14480,45,1,Good,OZONE
522,14481,45,1,Good,OZONE
523,14485,45,1,Good,OZONE
524,14486,45,1,Good,OZONE
525,14487,45,1,Good,OZONE
526,14507,45,1,Good,OZONE
527,14510,45,1,Good,OZONE
528,14512,45,1,Good,OZONE
529,14504,45,1,Good,OZONE
530,14517,45,1,Good,OZONE
531,14521,45,1,Good,OZONE
532,14527,45,1,Good,OZONE
533,14532,45,1,Good,OZONE
534,14533,45,1,Good,OZONE
535,14541,45,1,Good,OZONE
536,14544,45,1,Good,OZONE
537,14545,45,1,Good,OZONE
538,14548,45,1,Good,OZONE
539,14823,45,1,Good,OZONE
540,14824,45,1,Good,OZONE
541,14825,45,1,Good,OZONE
542,14826,45,1,Good,OZONE
543,14830,45,1,Good,OZONE
544,14836,45,1,Good,OZONE
545,14837,45,1,Good,OZONE
546,14838,45,1,Good,OZONE
547,14839,45,1,Good,OZONE
548,14840,45,1,Good,OZONE
549,14841,45,1,Good,OZONE
550,14842,45,1,Good,OZONE
551,14843,45,1,Good,OZONE
552,14845,45,1,Good,OZONE
553,14846,45,1,Good,OZONE
554,14847,45,1,Good,OZONE
555,14850,45,1,Good,OZONE
556,14853,45,1,Good,OZONE
557,14855,45,1,Good,OZONE
558,14858,45,1,Good,OZONE
559,14859,45,1,Good,OZONE
560,14860,45,1,Good,OZONE
561,14861,45,1,Good,OZONE
562,14864,45,1,Good,OZONE
563,14865,45,1,Good,OZONE
564,14867,45,1,Good,OZONE
565,14869,45,1,Good,OZONE
566,14870,45,1,Good,OZONE
567,14871,45,1,Good,OZONE
568,14872,45,1,Good,OZONE
569,14873,45,1,Good,OZONE
570,14874,45,1,Good,OZONE
571,14877,45,1,Good,OZONE
572,14878,45,1,Good,OZONE
573,14879,45,1,Good,OZONE
574,14560,45,1,Good,OZONE
575,14561,45,1,Good,OZONE
576,14564,45,1,Good,OZONE
577,14572,45,1,Good,OZONE
578,14801,45,1,Good,OZONE
579,14806,45,1,Good,OZONE
580,14807,45,1,Good,OZONE
581,14808,45,1,Good,OZONE
582,14809,45,1,Good,OZONE
583,14810,45,1,Good,OZONE
584,14812,45,1,Good,OZONE
585,14814,45,1,Good,OZONE
586,14815,45,1,Good,OZONE
587,14816,45,1,Good,OZONE
588,14817,45,1,Good,OZONE
589,14818,45,1,Good,OZONE
590,14819,45,1,Good,OZONE
591,14820,45,1,Good,OZONE
592,14821,45,1,Good,OZONE
593,14885,45,1,Good,OZONE
594,14886,45,1,Good,OZONE
595,14889,45,1,Good,OZONE
596,14891,45,1,Good,OZONE
597,14892,45,1,Good,OZONE
598,14894,45,1,Good,OZONE
599,14898,45,1,Good,OZONE
600,14901,45,1,Good,OZONE
601,14903,45,1,Good,OZONE
602,14904,45,1,Good,OZONE
603,14905,45,1,Good,OZONE
604,14881,45,1,Good,OZONE
605,14882,45,1,Good,OZONE
606,14883,45,1,Good,OZONE
607,13730,45,1,Good,OZONE
608,13731,45,1,Good,OZONE
609,13732,45,1,Good,OZONE
610,13733,45,1,Good,OZONE
611,13734,45,1,Good,OZONE
612,13736,45,1,Good,OZONE
613,13739,45,1,Good,OZONE
614,13740,45,1,Good,OZONE
615,13743,45,1,Good,OZONE
616,13744,45,1,Good,OZONE
617,13746,45,1,Good,OZONE
618,13748,45,1,Good,OZONE
619,13750,45,1,Good,OZONE
620,13751,45,1,Good,OZONE
621,13752,45,1,Good,OZONE
622,13753,45,1,Good,OZONE
623,13754,45,1,Good,OZONE
624,13755,45,1,Good,OZONE
625,13756,45,1,Good,OZONE
626,13757,45,1,Good,OZONE
627,13760,45,1,Good,OZONE
628,13775,45,1,Good,OZONE
629,13776,45,1,Good,OZONE
630,13777,45,1,Good,OZONE
631,13778,45,1,Good,OZONE
632,13780,45,1,Good,OZONE
633,13782,45,1,Good,OZONE
634,13783,45,1,Good,OZONE
635,13786,45,1,Good,OZONE
636,13787,45,1,Good,OZONE
637,13788,45,1,Good,OZONE
638,13790,45,1,Good,OZONE
639,13795,45,1,Good,OZONE
640,13796,45,1,Good,OZONE
641,13797,45,1,Good,OZONE
642,13801,45,1,Good,OZONE
643,13802,45,1,Good,OZONE
644,13803,45,1,Good,OZONE
645,13804,45,1,Good,OZONE
646,13806,45,1,Good,OZONE
647,13807,45,1,Good,OZONE
648,13808,45,1,Good,OZONE
649,13809,45,1,Good,OZONE
650,13810,45,1,Good,OZONE
651,13811,45,1,Good,OZONE
652,13812,45,1,Good,OZONE
653,13813,45,1,Good,OZONE
654,13815,45,1,Good,OZONE
655,13820,45,1,Good,OZONE
656,13825,45,1,Good,OZONE
657,13826,45,1,Good,OZONE
658,13827,45,1,Good,OZONE
659,13830,45,1,Good,OZONE
660,13832,45,1,Good,OZONE
661,13833,45,1,Good,OZONE
662,13834,45,1,Good,OZONE
663,13835,45,1,Good,OZONE
664,13838,45,1,Good,OZONE
665,13839,45,1,Good,OZONE
666,13841,45,1,Good,OZONE
667,13842,45,1,Good,OZONE
668,13843,45,1,Good,OZONE
669,13844,45,1,Good,OZONE
670,13846,45,1,Good,OZONE
671,13849,45,1,Good,OZONE
672,13850,45,1,Good,OZONE
673,13856,45,1,Good,OZONE
674,13859,45,1,Good,OZONE
675,13861,45,1,Good,OZONE
676,13862,45,1,Good,OZONE
677,13863,45,1,Good,OZONE
678,13864,45,1,Good,OZONE
679,13865,45,1,Good,OZONE
680,13901,45,1,Good,OZONE
681,13903,45,1,Good,OZONE
682,13904,45,1,Good,OZONE
683,13905,45,1,Good,OZONE
684,13454,45,1,Good,OZONE
685,13456,45,1,Good,OZONE
686,13460,45,1,Good,OZONE
687,13461,45,1,Good,OZONE
688,13464,45,1,Good,OZONE
689,13468,45,1,Good,OZONE
690,13471,45,1,Good,OZONE
691,13476,45,1,Good,OZONE
692,13477,45,1,Good,OZONE
693,13478,45,1,Good,OZONE
694,13480,45,1,Good,OZONE
695,13482,45,1,Good,OZONE
696,13483,45,1,Good,OZONE
697,13485,45,1,Good,OZONE
698,13486,45,1,Good,OZONE
699,13488,45,1,Good,OZONE
700,13490,45,1,Good,OZONE
701,13491,45,1,Good,OZONE
702,13492,45,1,Good,OZONE
703,13494,45,1,Good,OZONE
704,13495,45,1,Good,OZONE
705,13501,45,1,Good,OZONE
706,13502,45,1,Good,OZONE
707,13431,45,1,Good,OZONE
708,13438,45,1,Good,OZONE
709,13439,45,1,Good,OZONE
710,13440,45,1,Good,OZONE
711,13450,45,1,Good,OZONE
712,13421,45,1,Good,OZONE
713,13424,45,1,Good,OZONE
714,13425,45,1,Good,OZONE
715,13354,45,1,Good,OZONE
716,13355,45,1,Good,OZONE
717,13357,45,1,Good,OZONE
718,13361,45,1,Good,OZONE
719,13363,45,1,Good,OZONE
720,13365,45,1,Good,OZONE
721,13401,45,1,Good,OZONE
722,13402,45,1,Good,OZONE
723,13403,45,1,Good,OZONE
724,13406,45,1,Good,OZONE
725,13407,45,1,Good,OZONE
726,13408,45,1,Good,OZONE
727,13409,45,1,Good,OZONE
728,13411,45,1,Good,OZONE
729,13413,45,1,Good,OZONE
730,13415,45,1,Good,OZONE
731,13416,45,1,Good,OZONE
732,13417,45,1,Good,OZONE
733,13418,45,1,Good,OZONE
734,13326,45,1,Good,OZONE
735,13328,45,1,Good,OZONE
736,13340,45,1,Good,OZONE
737,13342,45,1,Good,OZONE
738,13346,45,1,Good,OZONE
739,13348,45,1,Good,OZONE
740,13350,45,1,Good,OZONE
741,13332,45,1,Good,OZONE
742,13333,45,1,Good,OZONE
743,13334,45,1,Good,OZONE
744,13335,45,1,Good,OZONE
745,13337,45,1,Good,OZONE
746,13338,45,1,Good,OZONE
747,13303,45,1,Good,OZONE
748,13304,45,1,Good,OZONE
749,13308,45,1,Good,OZONE
750,13309,45,1,Good,OZONE
751,13310,45,1,Good,OZONE
752,13314,45,1,Good,OZONE
753,13315,45,1,Good,OZONE
754,13316,45,1,Good,OZONE
755,13158,45,1,Good,OZONE
756,13159,45,1,Good,OZONE
757,13160,45,1,Good,OZONE
758,13164,45,1,Good,OZONE
759,13165,45,1,Good,OZONE
760,13166,45,1,Good,OZONE
761,13318,45,1,Good,OZONE
762,13319,45,1,Good,OZONE
763,13320,45,1,Good,OZONE
