,City,State,Zipcode,Latitude,Longitude
2514,Chicago,IL,60016,42.0413,-87.8887
2515,Chicago,IL,60017,42.0239,-87.8995
2516,Chicago,IL,60018,41.9909,-87.865
2517,Chicago,IL,60019,42.0389,-87.8883
2518,Chicago,IL,60020,42.4009,-88.1801
2519,Chicago,IL,60021,42.1961,-88.1925
2520,Chicago,IL,60022,42.1287,-87.7557
2521,Chicago,IL,60025,42.0707,-87.8551
2522,Chicago,IL,60026,42.0921,-87.8427
2523,Chicago,IL,60029,42.0581,-87.7892
2524,Chicago,IL,60030,42.3404,-88.0438
2525,Chicago,IL,60031,42.365,-87.9117
2526,Chicago,IL,60035,42.1862,-87.8017
2527,Chicago,IL,60037,42.2116,-87.8087
2528,Chicago,IL,60038,42.1131,-88.0371
2529,Chicago,IL,60039,42.2299,-88.3094
2530,Chicago,IL,60040,42.2051,-87.8129
2531,Chicago,IL,60041,42.3861,-88.1548
2532,Chicago,IL,60042,42.2736,-88.1917
2533,Chicago,IL,60043,42.0896,-87.7175
2534,Chicago,IL,60044,42.2776,-87.8396
2535,Chicago,IL,60045,42.2558,-87.8401
2536,Chicago,IL,60046,42.4156,-88.0801
2537,Chicago,IL,60047,42.1966,-88.0884
2538,Chicago,IL,60048,42.2881,-87.9542
2539,Chicago,IL,60051,42.3325,-88.1831
2540,Chicago,IL,60053,42.0371,-87.7799
2541,Chicago,IL,60055,42.1131,-88.0371
2542,Chicago,IL,60056,42.0362,-87.9614
2543,Chicago,IL,60060,42.2352,-87.9803
2544,Chicago,IL,60061,42.2236,-87.9857
2545,Chicago,IL,60062,42.0934,-87.8743
2546,Chicago,IL,60064,42.3344,-87.8411
2547,Chicago,IL,60065,42.139,-87.8392
2548,Chicago,IL,60067,42.1119,-88.0487
2549,Chicago,IL,60068,42.0163,-87.8454
2550,Chicago,IL,60069,42.1869,-87.9292
2551,Chicago,IL,60070,42.1028,-87.8975
2552,Chicago,IL,60073,42.3684,-88.1127
2553,Chicago,IL,60074,42.1387,-88.0145
2554,Chicago,IL,60075,42.4915,-87.9125
2555,Chicago,IL,60076,42.0297,-87.74
2556,Chicago,IL,60077,42.0411,-87.7509
2557,Chicago,IL,60078,42.1177,-88.0535
2558,Chicago,IL,60079,42.3649,-87.8316
2559,Chicago,IL,60082,42.1167,-87.8073
2560,Chicago,IL,60083,42.4284,-87.8902
2561,Chicago,IL,60084,42.2593,-88.1407
2562,Chicago,IL,60085,42.3653,-87.8359
2563,Chicago,IL,60086,42.3256,-87.8561
2564,Chicago,IL,60087,42.3955,-87.8489
2565,Chicago,IL,60088,42.3088,-87.862
2566,Chicago,IL,60089,42.1607,-87.9604
2567,Chicago,IL,60090,42.1539,-87.953
2568,Chicago,IL,60091,42.0816,-87.7027
2569,Chicago,IL,60093,42.1014,-87.7706
2570,Chicago,IL,60094,42.1131,-88.0371
2571,Chicago,IL,60095,42.0973,-88.0121
2572,Chicago,IL,60096,42.477,-87.8243
2573,Chicago,IL,60099,42.4445,-87.827
2574,Chicago,IL,60101,41.931,-87.9959
2575,Chicago,IL,60102,42.1689,-88.2907
2576,Chicago,IL,60103,41.992,-88.1763
2577,Chicago,IL,60104,41.8787,-87.8767
2578,Chicago,IL,60105,41.9532,-87.946
2579,Chicago,IL,60106,41.9383,-87.9395
2580,Chicago,IL,60107,42.0334,-88.1689
2581,Chicago,IL,60108,41.9414,-88.0637
2582,Chicago,IL,60110,42.121,-88.2648
2583,Chicago,IL,60153,41.8836,-87.8417
2584,Chicago,IL,60154,41.8617,-87.8772
2585,Chicago,IL,60155,41.8659,-87.8554
2586,Chicago,IL,60156,42.1847,-88.3107
2587,Chicago,IL,60157,41.9702,-88.0557
2588,Chicago,IL,60159,42.0406,-88.0385
2589,Chicago,IL,60160,41.8971,-87.8563
2590,Chicago,IL,60161,41.9068,-87.8645
2591,Chicago,IL,60162,41.8772,-87.906
2592,Chicago,IL,60163,41.8878,-87.9112
2593,Chicago,IL,60164,41.929,-87.9062
2594,Chicago,IL,60165,41.9033,-87.8811
2595,Chicago,IL,60168,42.0281,-88.0907
2596,Chicago,IL,60169,42.0405,-88.0946
2597,Chicago,IL,60170,42.0275,-88.4202
2598,Chicago,IL,60171,41.9297,-87.8325
2599,Chicago,IL,60172,41.9948,-88.0626
2600,Chicago,IL,60173,42.0743,-88.0547
2601,Chicago,IL,60174,41.9096,-88.3322
2602,Chicago,IL,60175,41.9314,-88.3971
2603,Chicago,IL,60176,41.9654,-87.866
2604,Chicago,IL,60177,41.9989,-88.3154
2605,Chicago,IL,60179,42.0802,-88.2235
2606,Chicago,IL,60181,41.856,-87.9786
2607,Chicago,IL,60183,41.9381,-88.405
2608,Chicago,IL,60184,41.9441,-88.2872
2609,Chicago,IL,60185,41.8819,-88.2745
2610,Chicago,IL,60186,41.8792,-88.226
2611,Chicago,IL,60187,41.8666,-88.108
2612,Chicago,IL,60188,41.894,-88.0966
2613,Chicago,IL,60189,41.8367,-88.0893
2614,Chicago,IL,60190,41.8711,-88.1572
2615,Chicago,IL,60191,41.9643,-87.9772
2616,Chicago,IL,60192,42.1032,-88.1155
2617,Chicago,IL,60193,42.0214,-88.048
2618,Chicago,IL,60194,42.0415,-88.1314
2619,Chicago,IL,60195,42.0542,-88.0836
2620,Chicago,IL,60196,42.0698,-88.0486
2621,Chicago,IL,60197,41.9161,-88.1206
2622,Chicago,IL,60199,41.9167,-88.1072
2623,Chicago,IL,60201,42.0483,-87.6836
2624,Chicago,IL,60202,42.0292,-87.6782
2625,Chicago,IL,60203,42.0484,-87.7165
2626,Chicago,IL,60204,42.0472,-87.687
2627,Chicago,IL,60208,42.0543,-87.674
2628,Chicago,IL,60209,42.0428,-87.6895
2629,Chicago,IL,60290,41.8813,-87.6709
2630,Chicago,IL,60301,41.8874,-87.7991
2631,Chicago,IL,60302,41.8862,-87.799
2632,Chicago,IL,60303,41.8883,-87.7974
2633,Chicago,IL,60304,41.8724,-87.7806
2634,Chicago,IL,60305,41.8905,-87.8117
2635,Chicago,IL,60399,41.9875,-87.9797
2636,Chicago,IL,60402,41.8538,-87.7906
2637,Chicago,IL,60403,41.5573,-88.1066
2638,Chicago,IL,60406,41.6625,-87.6828
2639,Chicago,IL,60409,41.6262,-87.5686
2640,Chicago,IL,60411,41.5,-87.6401
2641,Chicago,IL,60412,41.5068,-87.634
2642,Chicago,IL,60415,41.6992,-87.767
2643,Chicago,IL,60417,41.4425,-87.6309
2644,Chicago,IL,60419,41.6252,-87.5873
2645,Chicago,IL,60422,41.544,-87.679
2646,Chicago,IL,60423,41.47,-87.7857
2647,Chicago,IL,60425,41.5555,-87.6336
2648,Chicago,IL,60426,41.6082,-87.6509
2649,Chicago,IL,60428,41.5952,-87.6968
2650,Chicago,IL,60429,41.5736,-87.6915
2651,Chicago,IL,60430,41.5574,-87.6667
2652,Chicago,IL,60431,41.5,-88.1686
2653,Chicago,IL,60432,41.5296,-88.0781
2654,Chicago,IL,60433,41.5172,-88.0709
2655,Chicago,IL,60434,41.5151,-88.1315
2656,Chicago,IL,60435,41.5299,-88.137
2657,Chicago,IL,60436,41.5181,-88.0982
2658,Chicago,IL,60438,41.5638,-87.5582
2659,Chicago,IL,60439,41.6411,-88.0093
2660,Chicago,IL,60440,41.7056,-88.0899
2661,Chicago,IL,60441,41.583,-88.0552
2662,Chicago,IL,60443,41.5031,-87.7176
2663,Chicago,IL,60445,41.6411,-87.7458
2664,Chicago,IL,60446,41.6169,-88.133
2665,Chicago,IL,60448,41.5337,-87.8923
2666,Chicago,IL,60449,41.4699,-87.7622
2667,Chicago,IL,60451,41.5097,-87.9728
2668,Chicago,IL,60452,41.609,-87.7615
2669,Chicago,IL,60453,41.6984,-87.7373
2670,Chicago,IL,60454,41.7243,-87.7408
2671,Chicago,IL,60455,41.7281,-87.8015
2672,Chicago,IL,60456,41.7315,-87.7333
2673,Chicago,IL,60457,41.7256,-87.82
2674,Chicago,IL,60458,41.7418,-87.8268
2675,Chicago,IL,60459,41.7446,-87.7839
2676,Chicago,IL,60461,41.5199,-87.7029
2677,Chicago,IL,60462,41.6157,-87.8601
2678,Chicago,IL,60463,41.6548,-87.8091
2679,Chicago,IL,60464,41.6555,-87.8654
2680,Chicago,IL,60465,41.6895,-87.8202
2681,Chicago,IL,60466,41.466,-87.6949
2682,Chicago,IL,60467,41.6373,-87.9179
2683,Chicago,IL,60469,41.6283,-87.6847
2684,Chicago,IL,60471,41.4836,-87.7092
2685,Chicago,IL,60472,41.642,-87.7033
2686,Chicago,IL,60473,41.5979,-87.6033
2687,Chicago,IL,60475,41.4723,-87.6331
2688,Chicago,IL,60476,41.5718,-87.6078
2689,Chicago,IL,60477,41.5595,-87.777
2690,Chicago,IL,60478,41.5456,-87.7202
2691,Chicago,IL,60480,41.7382,-87.8609
2692,Chicago,IL,60482,41.6919,-87.7977
2693,Chicago,IL,60484,41.4433,-87.6813
2694,Chicago,IL,60487,41.5966,-87.8402
2695,Chicago,IL,60490,41.6968,-88.1376
2696,Chicago,IL,60491,41.6242,-87.9197
2697,Chicago,IL,60499,41.7568,-87.7944
2698,Chicago,IL,60501,41.7815,-87.8077
2699,Chicago,IL,60502,41.8163,-88.2746
2700,Chicago,IL,60503,41.716,-88.2676
2701,Chicago,IL,60504,41.7386,-88.2712
2702,Chicago,IL,60505,41.7524,-88.3087
2703,Chicago,IL,60506,41.7663,-88.3629
2704,Chicago,IL,60507,41.7647,-88.3068
2705,Chicago,IL,60510,41.8522,-88.3088
2706,Chicago,IL,60513,41.8125,-87.8464
2707,Chicago,IL,60514,41.7903,-87.9536
2708,Chicago,IL,60515,41.7953,-88.0067
2709,Chicago,IL,60516,41.7729,-88.0315
2710,Chicago,IL,60517,41.7429,-88.0403
2711,Chicago,IL,60519,41.7756,-88.2429
2712,Chicago,IL,60521,41.7958,-87.9139
2713,Chicago,IL,60522,41.8038,-87.9268
2714,Chicago,IL,60523,41.8513,-87.9252
2715,Chicago,IL,60525,41.8136,-87.8742
2716,Chicago,IL,60526,41.827,-87.8681
2717,Chicago,IL,60527,41.7568,-87.9116
2718,Chicago,IL,60532,41.7825,-88.0854
2719,Chicago,IL,60534,41.8134,-87.8192
2720,Chicago,IL,60538,41.7167,-88.3275
2721,Chicago,IL,60539,41.824,-88.3334
2722,Chicago,IL,60540,41.773,-88.1445
2723,Chicago,IL,60542,41.8078,-88.3224
2724,Chicago,IL,60543,41.6801,-88.3521
2725,Chicago,IL,60544,41.6086,-88.202
2726,Chicago,IL,60546,41.8322,-87.8207
2727,Chicago,IL,60555,41.8286,-88.1997
2728,Chicago,IL,60558,41.8064,-87.8975
2729,Chicago,IL,60559,41.7779,-87.9781
2730,Chicago,IL,60561,41.7481,-87.968
2731,Chicago,IL,60563,41.7854,-88.2044
2732,Chicago,IL,60564,41.7319,-88.2016
2733,Chicago,IL,60565,41.7243,-88.1291
2734,Chicago,IL,60566,41.7748,-88.1481
2735,Chicago,IL,60567,41.7515,-88.1823
2736,Chicago,IL,60568,41.8068,-88.2537
2737,Chicago,IL,60572,41.8068,-88.2537
2738,Chicago,IL,60585,41.6578,-88.2015
2739,Chicago,IL,60586,41.5717,-88.2489
2740,Chicago,IL,60598,41.7625,-88.2221
2741,Chicago,IL,60599,41.7625,-88.2221
2742,Chicago,IL,60601,41.8862,-87.6182
2743,Chicago,IL,60602,41.8824,-87.627
2744,Chicago,IL,60603,41.8803,-87.6269
2745,Chicago,IL,60604,41.8779,-87.6313
2746,Chicago,IL,60605,41.8684,-87.6264
2747,Chicago,IL,60606,41.8817,-87.6372
2748,Chicago,IL,60607,41.88,-87.6548
2749,Chicago,IL,60608,41.8597,-87.6533
2750,Chicago,IL,60609,41.8084,-87.6688
2751,Chicago,IL,60610,41.9041,-87.6313
2752,Chicago,IL,60611,41.8956,-87.623
2753,Chicago,IL,60612,41.8786,-87.6743
2754,Chicago,IL,60613,41.9545,-87.6503
2755,Chicago,IL,60614,41.9252,-87.6429
2756,Chicago,IL,60615,41.7998,-87.5884
2757,Chicago,IL,60616,41.8554,-87.6292
2758,Chicago,IL,60617,41.733,-87.5495
2759,Chicago,IL,60618,41.9556,-87.7058
2760,Chicago,IL,60619,41.7477,-87.606
2761,Chicago,IL,60620,41.7487,-87.6632
2762,Chicago,IL,60621,41.7728,-87.635
2763,Chicago,IL,60622,41.9042,-87.6741
2764,Chicago,IL,60623,41.8588,-87.7158
2765,Chicago,IL,60624,41.8729,-87.7158
2766,Chicago,IL,60625,41.9757,-87.6943
2767,Chicago,IL,60626,42.0064,-87.6674
2768,Chicago,IL,60628,41.6928,-87.6172
2769,Chicago,IL,60629,41.7774,-87.6966
2770,Chicago,IL,60630,41.9682,-87.7651
2771,Chicago,IL,60631,41.9953,-87.8101
2772,Chicago,IL,60632,41.8145,-87.703
2773,Chicago,IL,60633,41.6507,-87.5468
2774,Chicago,IL,60634,41.9386,-87.788
2775,Chicago,IL,60636,41.7742,-87.6614
2776,Chicago,IL,60637,41.784,-87.6155
2777,Chicago,IL,60638,41.7796,-87.7848
2778,Chicago,IL,60639,41.924,-87.7538
2779,Chicago,IL,60640,41.9685,-87.6566
2780,Chicago,IL,60641,41.9534,-87.7323
2781,Chicago,IL,60642,41.896,-87.6606
2782,Chicago,IL,60643,41.6971,-87.6715
2783,Chicago,IL,60644,41.8851,-87.7671
2784,Chicago,IL,60645,42.0126,-87.6859
2785,Chicago,IL,60646,41.99,-87.7826
2786,Chicago,IL,60647,41.9174,-87.684
2787,Chicago,IL,60649,41.7591,-87.5618
2788,Chicago,IL,60651,41.9029,-87.714
2789,Chicago,IL,60652,41.7492,-87.7267
2790,Chicago,IL,60653,41.8149,-87.6185
2791,Chicago,IL,60654,41.8921,-87.6351
2792,Chicago,IL,60655,41.6955,-87.6852
2793,Chicago,IL,60656,41.975,-87.8401
2794,Chicago,IL,60657,41.9399,-87.6465
2795,Chicago,IL,60659,41.9936,-87.6955
2796,Chicago,IL,60660,41.9901,-87.6607
2797,Chicago,IL,60661,41.8828,-87.6449
2798,Chicago,IL,60664,41.8843,-87.6325
2799,Chicago,IL,60666,41.9602,-87.9073
2800,Chicago,IL,60668,41.8843,-87.6325
2801,Chicago,IL,60669,41.8743,-87.6379
2802,Chicago,IL,60670,41.8808,-87.6299
2803,Chicago,IL,60673,41.8843,-87.6325
2804,Chicago,IL,60674,41.684,-87.701
2805,Chicago,IL,60675,41.8843,-87.6325
2806,Chicago,IL,60677,41.8843,-87.6325
2807,Chicago,IL,60678,41.5589,-87.782
2808,Chicago,IL,60680,41.8843,-87.6325
2809,Chicago,IL,60681,41.8853,-87.6215
2810,Chicago,IL,60682,41.8843,-87.6325
2811,Chicago,IL,60684,41.8843,-87.6325
2812,Chicago,IL,60685,41.8843,-87.6325
2813,Chicago,IL,60686,41.8843,-87.6325
2814,Chicago,IL,60687,41.8843,-87.6325
2815,Chicago,IL,60688,41.953,-87.9087
2816,Chicago,IL,60689,41.8843,-87.6325
2817,Chicago,IL,60690,41.879,-87.6306
2818,Chicago,IL,60691,41.8843,-87.6325
2819,Chicago,IL,60693,41.8843,-87.6325
2820,Chicago,IL,60694,41.8843,-87.6325
2821,Chicago,IL,60695,41.8843,-87.6325
2822,Chicago,IL,60696,41.8843,-87.6325
2823,Chicago,IL,60697,41.8843,-87.6325
2824,Chicago,IL,60699,41.8728,-87.6396
2825,Chicago,IL,60701,41.9525,-87.907
2826,Chicago,IL,60706,41.9641,-87.8087
2827,Chicago,IL,60707,41.9237,-87.8098
2828,Chicago,IL,60712,42.008,-87.7438
2829,Chicago,IL,60714,42.0451,-87.8289
2830,Chicago,IL,60803,41.6736,-87.7168
2831,Chicago,IL,60804,41.8509,-87.7588
2832,Chicago,IL,60805,41.7201,-87.7009
2833,Chicago,IL,60827,41.653,-87.6012
2834,Chico,CA,95926,39.7347,-121.8548
2835,Chico,CA,95928,39.7251,-121.8383
2836,Chico,CA,95973,39.8916,-121.9192
2837,Chiloquin,OR,97624,42.575,-121.8641
2838,Cincinnati,OH,45005,39.5596,-84.3041
2839,Cincinnati,OH,45011,39.3985,-84.5566
2840,Cincinnati,OH,45013,39.2876,-84.6951
2841,Cincinnati,OH,45014,39.312,-84.4966
2842,Cincinnati,OH,45015,39.3698,-84.5553
2843,Cincinnati,OH,45030,39.2597,-84.8146
2844,Cincinnati,OH,45034,39.3596,-84.2494
2845,Cincinnati,OH,45036,39.4329,-84.208
2846,Cincinnati,OH,45039,39.3282,-84.276
2847,Cincinnati,OH,45040,39.3147,-84.3205
2848,Cincinnati,OH,45044,39.4986,-84.3687
2849,Cincinnati,OH,45050,39.4377,-84.3338
2850,Cincinnati,OH,45052,39.1609,-84.8058
2851,Cincinnati,OH,45053,39.3499,-84.7614
2852,Cincinnati,OH,45054,39.4214,-84.0333
2853,Cincinnati,OH,45056,39.5059,-84.7424
2854,Cincinnati,OH,45064,39.5593,-84.6381
2855,Cincinnati,OH,45065,39.3708,-84.2132
2856,Cincinnati,OH,45066,39.5858,-84.217
2857,Cincinnati,OH,45067,39.4782,-84.4536
2858,Cincinnati,OH,45068,39.5365,-84.0889
2859,Cincinnati,OH,45069,39.3491,-84.3995
2860,Cincinnati,OH,45102,39.0234,-84.2184
2861,Cincinnati,OH,45103,39.0825,-84.2476
2862,Cincinnati,OH,45106,38.9946,-83.9358
2863,Cincinnati,OH,45107,39.2307,-83.9842
2864,Cincinnati,OH,45111,39.1972,-84.289
2865,Cincinnati,OH,45113,39.3997,-83.9827
2866,Cincinnati,OH,45122,39.2305,-84.1674
2867,Cincinnati,OH,45140,39.2986,-84.284
2868,Cincinnati,OH,45150,39.1733,-84.2898
2869,Cincinnati,OH,45152,39.3533,-84.1318
2870,Cincinnati,OH,45157,38.9531,-84.2813
2871,Cincinnati,OH,45160,39.123,-84.1343
2872,Cincinnati,OH,45162,39.2326,-84.0454
2873,Cincinnati,OH,45174,39.161,-84.3093
2874,Cincinnati,OH,45176,39.0555,-84.0561
2875,Cincinnati,OH,45202,39.1037,-84.5127
2876,Cincinnati,OH,45203,39.1022,-84.526
2877,Cincinnati,OH,45204,39.1122,-84.5564
2878,Cincinnati,OH,45205,39.1113,-84.5706
2879,Cincinnati,OH,45206,39.125,-84.4891
2880,Cincinnati,OH,45207,39.1419,-84.4735
2881,Cincinnati,OH,45208,39.1403,-84.4464
2882,Cincinnati,OH,45209,39.1497,-84.4353
2883,Cincinnati,OH,45211,39.1583,-84.6082
2884,Cincinnati,OH,45212,39.157,-84.462
2885,Cincinnati,OH,45213,39.1829,-84.4145
2886,Cincinnati,OH,45214,39.1167,-84.529
2887,Cincinnati,OH,45215,39.2268,-84.4387
2888,Cincinnati,OH,45216,39.1895,-84.484
2889,Cincinnati,OH,45217,39.1653,-84.4955
2890,Cincinnati,OH,45218,39.2692,-84.5168
2891,Cincinnati,OH,45219,39.1278,-84.5089
2892,Cincinnati,OH,45220,39.1408,-84.5244
2893,Cincinnati,OH,45221,39.1319,-84.5171
2894,Cincinnati,OH,45223,39.1637,-84.5435
2895,Cincinnati,OH,45224,39.2013,-84.5486
2896,Cincinnati,OH,45225,39.1458,-84.5634
2897,Cincinnati,OH,45226,39.1185,-84.435
2898,Cincinnati,OH,45227,39.157,-84.3966
2899,Cincinnati,OH,45228,39.0687,-84.4216
2900,Cincinnati,OH,45229,39.1447,-84.4931
2901,Cincinnati,OH,45230,39.0913,-84.3871
2902,Cincinnati,OH,45231,39.2335,-84.5519
2903,Cincinnati,OH,45232,39.1758,-84.5157
2904,Cincinnati,OH,45233,39.1088,-84.6416
2905,Cincinnati,OH,45236,39.2066,-84.3798
2906,Cincinnati,OH,45237,39.1979,-84.4581
2907,Cincinnati,OH,45238,39.1314,-84.5949
2908,Cincinnati,OH,45239,39.2063,-84.5813
2909,Cincinnati,OH,45240,39.2775,-84.5018
2910,Cincinnati,OH,45241,39.2905,-84.3952
2911,Cincinnati,OH,45242,39.2278,-84.377
2912,Cincinnati,OH,45243,39.1912,-84.3668
2913,Cincinnati,OH,45244,39.1245,-84.3558
2914,Cincinnati,OH,45245,39.0645,-84.2825
2915,Cincinnati,OH,45246,39.2811,-84.4792
2916,Cincinnati,OH,45247,39.1922,-84.6053
2917,Cincinnati,OH,45248,39.1878,-84.6645
2918,Cincinnati,OH,45249,39.2985,-84.3039
2919,Cincinnati,OH,45251,39.2466,-84.5893
2920,Cincinnati,OH,45252,39.2584,-84.612
2921,Cincinnati,OH,45255,39.0708,-84.3069
2922,Cincinnati,OH,45001,39.1393,-84.7145
2923,Cincinnati,OH,45002,39.1619,-84.7485
2924,City of La Grande,OR,97850,45.324,-118.0983
2925,City of Maricopa,AZ,85139,33.0597,-112.2323
2926,Claremont,NH,3257,43.4224,-71.9982
2927,Claremont,NH,3280,43.1763,-72.0961
2928,Claremont,NH,3284,43.4923,-72.0474
2929,Claremont,NH,3603,43.2358,-72.423
2930,Claremont,NH,3605,43.2244,-72.2113
2931,Claremont,NH,3607,43.1917,-72.2337
2932,Claremont,NH,3743,43.374,-72.3405
2933,Claremont,NH,3745,43.4626,-72.3006
2934,Claremont,NH,3752,43.3119,-72.1315
2935,Claremont,NH,3753,43.4896,-72.1401
2936,Claremont,NH,3770,43.5386,-72.2691
2937,Claremont,NH,3773,43.3653,-72.1726
2938,Claremont,NH,3781,43.5312,-72.3362
2939,Claremont,NH,3782,43.387,-72.0854
2940,Clarksboro,NJ,8032,39.7824,-75.0655
2941,Clarksboro,NJ,8027,39.8242,-75.2879
2942,Clarksboro,NJ,8028,39.7064,-75.1099
2943,Clarksboro,NJ,8020,39.8008,-75.2221
2944,Clarksboro,NJ,8014,39.8013,-75.3463
2945,Clarksboro,NJ,8071,39.7343,-75.126
2946,Clarksboro,NJ,8066,39.8292,-75.2427
2947,Clarksboro,NJ,8056,39.7915,-75.2463
2948,Clarksboro,NJ,8061,39.8049,-75.2073
2949,Clarksboro,NJ,8062,39.7283,-75.2244
2950,Clarksboro,NJ,8063,39.8673,-75.1786
2951,Clarksboro,NJ,8051,39.7878,-75.1817
2952,Clarksboro,NJ,8090,39.7916,-75.1478
2953,Clarksboro,NJ,8085,39.7478,-75.3539
2954,Clarksboro,NJ,8086,39.8479,-75.1825
2955,Clarksboro,NJ,8344,39.5656,-74.9222
2956,Clarksboro,NJ,8080,39.7647,-75.1376
2957,Clarksboro,NJ,8328,39.5713,-75.0518
2958,Clarksboro,NJ,8322,39.6167,-75.0759
2959,Clarksboro,NJ,8312,39.6604,-75.0915
2960,Clarksboro,NJ,8093,39.865,-75.1292
2961,Clarksboro,NJ,8094,39.5973,-74.8795
2962,Clarksboro,NJ,8096,39.8389,-75.1521
2963,Clarksboro,NJ,8097,39.8191,-75.1551
2964,Clarkston,WA,99403,46.4136,-117.0486
2965,Clarkston,WA,99179,46.5323,-117.0874
2966,Clarksville-Montgomery County,TN,42211,36.8709,-87.8155
2967,Clarksville-Montgomery County,TN,42215,36.9585,-87.7116
2968,Clarksville-Montgomery County,TN,42217,37.048,-87.4852
2969,Clarksville-Montgomery County,TN,42223,36.6214,-87.443
2970,Clarksville-Montgomery County,TN,42232,36.852,-87.6474
2971,Clarksville-Montgomery County,TN,42236,36.7205,-87.7007
2972,Clarksville-Montgomery County,TN,42240,36.8636,-87.49
2973,Clarksville-Montgomery County,TN,42241,36.8699,-87.4866
2974,Clarksville-Montgomery County,TN,42254,36.6605,-87.6597
2975,Clarksville-Montgomery County,TN,42262,36.6622,-87.4117
2976,Clarksville-Montgomery County,TN,42266,36.7775,-87.3516
2977,Clarksville-Montgomery County,TN,37058,36.4835,-87.8365
2978,Clarksville-Montgomery County,TN,37079,36.5044,-87.6934
2979,Clarksville-Montgomery County,TN,37191,36.5363,-87.5291
2980,Clarksville-Montgomery County,TN,37028,36.6339,-87.8852
2981,Clarksville-Montgomery County,TN,37040,36.5241,-87.3546
2982,Clarksville-Montgomery County,TN,37041,36.5251,-87.3566
2983,Clarksville-Montgomery County,TN,37042,36.5482,-87.3792
2984,Clarksville-Montgomery County,TN,37043,36.5109,-87.3135
2985,Clarksville-Montgomery County,TN,37044,36.5333,-87.3541
2986,Clarksville-Montgomery County,TN,37023,36.5815,-87.7574
2987,Clarksville-Montgomery County,TN,37050,36.3928,-87.6347
2988,Clarksville-Montgomery County,TN,37142,36.4331,-87.5
2989,Clarksville-Montgomery County,TN,37178,36.3431,-87.7562
2990,Clarksville-Montgomery County,TN,37052,36.3151,-87.3594
2991,Clarksville-Montgomery County,TN,37171,36.3744,-87.2978
2992,Clay County,NC,28909,34.9966,-83.8852
2993,Clay County,NC,28904,35.0411,-83.8175
2994,Cleveland County,NC,28089,35.3177,-81.6543
2995,Cleveland County,NC,28042,35.4291,-81.5036
2996,Cleveland County,NC,28038,35.1925,-81.5331
2997,Cleveland County,NC,28017,35.2481,-81.6664
2998,Cleveland County,NC,28136,35.4193,-81.6438
2999,Cleveland County,NC,28114,35.3009,-81.7261
3000,Cleveland County,NC,28150,35.4034,-81.7039
3001,Cleveland County,NC,28151,35.2876,-81.537
3002,Cleveland County,NC,28152,35.278,-81.5626
3003,Cleveland County,NC,28169,35.3638,-81.4296
3004,Cleveland-Akron-Lorain,OH,44064,41.6168,-81.0536
3005,Cleveland-Akron-Lorain,OH,44065,41.4681,-81.2305
3006,Cleveland-Akron-Lorain,OH,44067,41.3134,-81.5692
3007,Cleveland-Akron-Lorain,OH,44070,41.4226,-81.8972
3008,Cleveland-Akron-Lorain,OH,44072,41.4647,-81.3434
3009,Cleveland-Akron-Lorain,OH,44074,41.2945,-82.2163
3010,Cleveland-Akron-Lorain,OH,44076,41.4892,-80.8715
3011,Cleveland-Akron-Lorain,OH,44077,41.7241,-81.2459
3012,Cleveland-Akron-Lorain,OH,44081,41.781,-81.1268
3013,Cleveland-Akron-Lorain,OH,44082,41.7515,-80.5718
3014,Cleveland-Akron-Lorain,OH,44084,41.6602,-80.86
3015,Cleveland-Akron-Lorain,OH,44085,41.5824,-80.7857
3016,Cleveland-Akron-Lorain,OH,44086,41.6932,-81.0518
3017,Cleveland-Akron-Lorain,OH,44087,41.341,-81.4402
3018,Cleveland-Akron-Lorain,OH,44089,41.4192,-82.3637
3019,Cleveland-Akron-Lorain,OH,44090,41.171,-82.2189
3020,Cleveland-Akron-Lorain,OH,44092,41.5836,-81.4814
3021,Cleveland-Akron-Lorain,OH,44093,41.5345,-80.5238
3022,Cleveland-Akron-Lorain,OH,44094,41.6185,-81.4401
3023,Cleveland-Akron-Lorain,OH,44095,41.6426,-81.4476
3024,Cleveland-Akron-Lorain,OH,44099,41.5355,-80.9649
3025,Cleveland-Akron-Lorain,OH,44102,41.4801,-81.7351
3026,Cleveland-Akron-Lorain,OH,44103,41.5171,-81.6466
3027,Cleveland-Akron-Lorain,OH,44104,41.4838,-81.6127
3028,Cleveland-Akron-Lorain,OH,44105,41.4525,-81.643
3029,Cleveland-Akron-Lorain,OH,44106,41.504,-81.5977
3030,Cleveland-Akron-Lorain,OH,44107,41.4864,-81.7749
3031,Cleveland-Akron-Lorain,OH,44108,41.5357,-81.6174
3032,Cleveland-Akron-Lorain,OH,44109,41.4364,-81.7067
3033,Cleveland-Akron-Lorain,OH,44110,41.5748,-81.5695
3034,Cleveland-Akron-Lorain,OH,44111,41.4591,-81.798
3035,Cleveland-Akron-Lorain,OH,44112,41.5388,-81.5807
3036,Cleveland-Akron-Lorain,OH,44113,41.4816,-81.6971
3037,Cleveland-Akron-Lorain,OH,44114,41.5049,-81.6879
3038,Cleveland-Akron-Lorain,OH,44115,41.4979,-81.6789
3039,Cleveland-Akron-Lorain,OH,44116,41.4667,-81.8426
3040,Cleveland-Akron-Lorain,OH,44117,41.5626,-81.5428
3041,Cleveland-Akron-Lorain,OH,44118,41.5165,-81.5748
